EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4364.62,4486.15,4174.87,4646.67,4357.44,4082.56,4382.56,4214.36,4877.44,4366.15,4469.23,4744.10,4367.18,4553.85
4372.82,4494.36,4184.10,4654.36,4357.95,4083.59,4380.51,4219.49,4884.62,4375.90,4478.46,4752.82,4383.08,4560.00
4384.10,4503.59,4196.92,4664.62,4358.46,4083.59,4376.92,4232.82,4894.36,4389.74,4487.69,4766.67,4398.97,4573.33
4387.69,4508.72,4203.59,4670.26,4359.49,4082.05,4373.85,4230.26,4895.38,4387.18,4495.90,4768.72,4398.46,4583.08
4381.54,4508.72,4202.05,4666.15,4357.44,4076.92,4371.28,4220.00,4891.28,4377.44,4493.33,4765.64,4391.28,4578.97
4380.00,4503.59,4193.85,4656.41,4351.79,4072.31,4371.79,4215.90,4883.59,4375.38,4481.03,4764.62,4388.21,4569.23
4382.05,4495.90,4186.67,4655.38,4349.74,4072.82,4373.33,4214.87,4875.90,4375.38,4476.92,4760.00,4386.15,4570.26
4376.41,4490.77,4187.69,4657.44,4350.77,4074.36,4372.31,4212.31,4872.82,4368.72,4475.38,4752.82,4376.92,4570.77
4367.18,4489.74,4182.05,4650.77,4350.77,4074.36,4372.82,4213.33,4872.82,4360.51,4466.15,4744.62,4371.28,4560.00
4364.10,4489.74,4170.77,4645.64,4350.77,4077.95,4380.51,4215.90,4873.85,4365.13,4458.97,4738.97,4373.85,4553.33
4365.64,4489.23,4171.79,4649.74,4353.85,4081.54,4381.03,4215.90,4874.87,4367.69,4461.03,4735.90,4372.31,4553.33
4368.21,4491.28,4181.03,4654.87,4357.44,4080.51,4373.33,4214.87,4875.38,4360.51,4466.67,4734.36,4371.79,4555.90
4371.28,4498.46,4177.44,4654.87,4359.49,4078.46,4372.31,4215.38,4884.62,4370.26,4471.28,4738.46,4380.00,4566.15
4374.87,4506.15,4172.82,4654.36,4356.92,4078.46,4375.38,4218.97,4893.85,4385.64,4474.87,4747.69,4386.67,4570.77
4379.49,4506.15,4181.03,4657.95,4353.85,4076.41,4374.87,4221.03,4887.69,4382.05,4475.38,4748.72,4389.23,4568.21
4382.56,4504.62,4186.15,4661.03,4356.41,4075.90,4374.87,4222.05,4888.72,4382.05,4478.97,4752.31,4395.38,4575.90
4382.56,4506.67,4184.62,4659.49,4360.51,4077.44,4370.26,4221.54,4891.28,4390.26,4481.03,4762.56,4399.49,4584.10
4383.08,4507.69,4185.64,4655.90,4358.46,4074.87,4363.08,4215.38,4880.51,4386.15,4480.51,4758.46,4396.92,4580.00
4383.08,4507.69,4185.13,4655.90,4356.41,4074.87,4366.67,4214.36,4880.51,4376.41,4480.00,4747.69,4395.90,4578.46
4381.03,4509.74,4183.08,4660.00,4358.46,4083.59,4374.36,4215.38,4891.28,4374.87,4478.46,4749.23,4397.95,4583.59
4378.97,4509.23,4180.51,4661.03,4359.49,4086.67,4372.31,4206.67,4891.79,4377.95,4478.46,4751.28,4397.95,4584.62
4372.31,4505.64,4179.49,4653.85,4356.41,4077.95,4365.13,4201.54,4886.67,4382.05,4477.95,4748.21,4395.90,4582.05
4369.23,4504.10,4180.00,4648.72,4354.36,4073.33,4364.10,4210.26,4889.23,4383.59,4476.41,4749.74,4396.92,4581.54
4374.36,4506.67,4180.00,4654.36,4356.92,4076.41,4366.15,4217.44,4891.28,4380.51,4477.44,4752.82,4398.97,4583.59
4380.51,4508.72,4183.59,4661.03,4356.41,4080.00,4369.23,4215.38,4889.23,4378.97,4478.97,4750.26,4398.97,4584.10
4380.00,4507.69,4182.56,4657.95,4349.74,4081.54,4371.79,4213.33,4889.23,4376.92,4476.41,4746.67,4398.97,4584.10
4378.97,4508.21,4172.31,4653.85,4352.82,4083.08,4375.90,4218.46,4890.77,4374.36,4475.38,4747.69,4398.97,4584.10
4382.05,4509.74,4171.79,4655.90,4364.62,4087.69,4382.05,4231.28,4895.38,4377.44,4477.95,4750.26,4399.49,4583.59
4383.08,4509.74,4183.08,4659.49,4367.69,4093.33,4382.56,4234.87,4896.41,4383.59,4477.95,4749.23,4401.54,4584.62
4380.51,4509.74,4183.08,4657.44,4361.54,4088.72,4380.00,4223.08,4890.77,4380.00,4475.38,4746.15,4398.97,4583.08
4379.49,4507.69,4179.49,4654.87,4355.38,4083.08,4380.00,4215.38,4887.18,4369.23,4470.26,4742.56,4391.79,4574.87
4377.95,4504.62,4185.13,4656.41,4350.26,4088.21,4381.03,4216.41,4887.18,4363.08,4464.10,4741.54,4387.69,4569.23
4376.41,4502.05,4187.69,4653.85,4349.74,4090.26,4379.49,4214.87,4882.56,4358.46,4460.51,4740.00,4386.67,4572.82
4377.95,4502.05,4186.15,4650.77,4352.82,4083.08,4380.00,4211.79,4875.38,4356.41,4458.97,4737.95,4389.74,4572.82
4381.03,4505.13,4185.64,4657.44,4349.23,4082.56,4380.51,4213.33,4877.95,4360.00,4463.08,4744.10,4395.38,4571.28
4381.03,4506.15,4184.62,4662.56,4350.26,4088.72,4382.05,4213.85,4885.13,4357.95,4471.79,4749.23,4396.92,4578.46
4382.56,4511.79,4184.62,4661.03,4358.46,4089.74,4382.56,4214.36,4890.26,4357.44,4474.36,4740.00,4395.38,4585.13
4383.59,4517.44,4177.44,4661.03,4358.97,4089.23,4376.41,4216.41,4892.82,4367.18,4470.26,4730.26,4397.44,4584.10
4379.49,4513.85,4167.18,4659.49,4355.38,4091.28,4373.33,4215.90,4893.85,4371.79,4466.67,4733.33,4399.49,4581.54
4374.36,4507.69,4167.18,4653.33,4358.46,4092.31,4380.00,4214.87,4895.38,4367.69,4462.56,4735.90,4396.92,4575.38
4372.31,4507.69,4169.23,4648.72,4358.97,4090.26,4381.03,4212.82,4890.77,4362.56,4458.46,4730.77,4392.82,4568.72
4374.87,4507.18,4171.28,4646.15,4351.79,4088.72,4378.46,4218.46,4888.72,4361.54,4463.59,4735.90,4396.41,4573.85
4379.49,4506.15,4182.56,4649.23,4349.23,4090.26,4383.08,4230.77,4903.59,4369.23,4474.87,4751.28,4406.15,4587.18
4381.03,4506.67,4186.67,4653.33,4349.74,4088.72,4385.13,4228.72,4908.72,4368.72,4475.38,4752.31,4405.64,4587.18
4376.41,4504.10,4174.87,4650.26,4349.23,4083.59,4378.97,4214.87,4893.85,4357.95,4464.10,4735.38,4395.90,4577.44
4372.82,4503.59,4169.74,4649.74,4351.79,4083.59,4373.33,4207.69,4886.67,4359.49,4456.41,4728.21,4393.85,4571.79
4374.36,4507.69,4173.33,4657.44,4357.44,4090.77,4371.28,4204.62,4896.92,4369.74,4461.03,4732.31,4397.44,4572.82
4375.90,4509.74,4172.82,4660.51,4360.51,4092.82,4373.33,4200.51,4902.56,4369.23,4461.03,4729.74,4398.97,4572.82
4372.82,4510.26,4169.74,4657.95,4359.49,4089.74,4378.46,4198.46,4893.85,4358.97,4452.31,4725.64,4395.38,4569.23
4365.64,4507.18,4168.72,4654.36,4358.46,4094.87,4383.08,4198.46,4886.15,4348.72,4451.79,4723.59,4388.21,4566.15
4362.56,4503.08,4166.67,4647.69,4356.92,4103.59,4388.72,4205.64,4894.36,4348.21,4456.41,4722.05,4386.15,4564.62
4371.28,4504.62,4171.79,4648.72,4356.92,4100.51,4391.79,4217.44,4905.13,4363.59,4459.49,4724.62,4395.90,4566.15
4380.00,4509.23,4181.03,4655.90,4356.92,4092.31,4389.74,4224.62,4910.26,4377.95,4467.18,4737.44,4407.69,4576.92
4381.54,4510.26,4184.62,4655.90,4353.85,4092.82,4388.72,4233.85,4918.97,4381.03,4477.44,4749.74,4415.38,4586.67
4380.00,4509.74,4183.08,4654.87,4354.36,4094.36,4390.26,4234.87,4922.56,4383.08,4477.44,4745.13,4415.38,4585.13
4376.41,4509.23,4177.44,4654.87,4352.82,4090.26,4389.23,4222.56,4915.90,4382.56,4471.79,4738.97,4411.28,4582.56
4375.38,4507.69,4173.33,4651.79,4348.21,4088.21,4385.13,4216.92,4910.77,4375.38,4471.28,4744.10,4414.87,4586.15
4380.51,4511.79,4177.44,4651.79,4350.77,4091.28,4385.64,4215.38,4908.21,4368.72,4474.36,4747.69,4424.62,4588.72
4383.59,4523.08,4185.64,4659.49,4359.49,4093.85,4385.64,4203.59,4905.13,4371.28,4478.46,4744.10,4429.23,4592.31
4382.56,4527.18,4186.15,4664.10,4359.49,4092.31,4376.41,4195.38,4905.64,4373.85,4477.44,4743.59,4429.74,4595.38
4382.05,4524.10,4175.90,4662.05,4355.38,4091.28,4368.21,4198.46,4905.13,4366.15,4475.38,4740.51,4427.69,4591.79
4381.54,4521.54,4169.23,4655.90,4357.44,4092.31,4374.36,4200.00,4905.13,4364.62,4473.85,4733.33,4422.05,4586.67
4377.44,4516.92,4167.18,4649.74,4357.95,4095.38,4381.03,4204.62,4909.74,4371.79,4464.62,4733.33,4414.87,4586.15
4374.36,4511.28,4161.03,4646.67,4355.38,4099.49,4379.49,4215.38,4913.85,4372.31,4455.38,4734.36,4412.31,4581.54
4371.28,4509.74,4158.46,4645.64,4355.38,4102.05,4380.51,4220.00,4918.46,4370.77,4460.51,4730.26,4412.31,4574.87
4370.26,4512.82,4163.08,4647.18,4357.44,4098.97,4381.54,4221.03,4924.10,4378.97,4472.31,4726.67,4417.95,4576.92
4374.87,4518.97,4170.77,4652.31,4359.49,4097.95,4380.51,4222.05,4926.15,4385.13,4475.90,4733.85,4425.64,4585.13
4382.05,4522.56,4179.49,4656.92,4357.95,4098.97,4379.49,4220.00,4922.56,4380.51,4473.33,4746.15,4425.13,4587.69
4381.54,4521.03,4181.03,4657.95,4352.82,4094.87,4374.87,4214.87,4915.38,4369.74,4467.69,4744.62,4421.03,4585.64
4374.87,4518.97,4172.31,4653.85,4350.77,4090.77,4372.31,4203.08,4907.18,4358.97,4458.46,4734.36,4418.97,4585.64
4373.85,4520.00,4168.21,4649.23,4351.79,4092.31,4375.38,4190.26,4906.15,4360.00,4456.41,4732.31,4417.44,4586.15
4373.85,4520.51,4169.23,4647.69,4351.28,4091.79,4370.77,4179.49,4905.13,4366.67,4460.00,4730.26,4413.85,4584.62
4371.79,4520.00,4166.15,4649.23,4349.23,4087.69,4363.08,4173.33,4895.38,4362.05,4456.92,4721.03,4412.31,4582.56
4377.95,4522.56,4167.18,4655.38,4349.74,4088.72,4368.72,4175.38,4892.82,4365.13,4459.49,4723.08,4420.00,4585.13
4385.13,4531.79,4173.33,4658.97,4350.77,4091.28,4374.36,4184.10,4900.00,4374.36,4472.82,4736.92,4429.74,4592.31
4382.56,4534.36,4171.79,4656.41,4350.26,4089.23,4370.26,4184.62,4901.03,4368.72,4475.38,4736.92,4425.64,4594.36
4377.95,4528.21,4167.18,4653.85,4352.82,4089.74,4368.72,4183.59,4900.00,4364.10,4467.69,4730.26,4416.92,4592.31
4380.00,4532.82,4169.23,4657.44,4357.95,4092.82,4369.74,4194.36,4908.72,4373.33,4470.26,4735.38,4419.49,4591.28
4380.00,4535.90,4172.31,4657.95,4360.00,4093.85,4371.28,4204.10,4914.87,4376.92,4472.82,4734.87,4416.92,4587.18
4373.85,4524.10,4168.72,4651.28,4356.41,4092.31,4369.74,4200.51,4911.28,4371.79,4462.05,4717.44,4407.18,4581.54
4371.79,4523.59,4165.13,4648.72,4357.44,4093.33,4364.10,4192.31,4909.23,4368.21,4456.92,4711.28,4405.13,4579.49
4375.90,4536.92,4165.64,4654.87,4365.64,4094.36,4361.03,4186.67,4908.21,4363.59,4454.87,4717.44,4404.62,4580.51
4378.46,4538.46,4166.67,4660.51,4367.18,4093.85,4364.62,4186.15,4907.69,4362.56,4455.90,4719.49,4405.13,4581.54
4379.49,4535.90,4168.72,4661.03,4360.00,4094.36,4367.18,4185.13,4908.72,4367.18,4468.21,4727.18,4413.33,4587.69
4382.05,4538.46,4171.28,4658.97,4357.44,4094.36,4367.18,4187.18,4907.18,4361.54,4469.23,4734.87,4415.90,4592.31
4382.05,4537.44,4168.72,4654.36,4358.97,4091.79,4367.69,4194.36,4906.15,4353.33,4457.95,4729.23,4409.23,4589.74
4382.05,4534.36,4166.67,4652.31,4356.92,4089.23,4369.23,4202.05,4911.79,4363.59,4465.13,4725.64,4414.36,4590.26
4386.67,4538.46,4169.23,4656.41,4355.90,4090.77,4369.74,4203.08,4917.44,4378.46,4480.51,4733.33,4427.18,4597.44
4389.74,4541.54,4170.77,4660.00,4355.90,4092.31,4366.15,4201.03,4915.38,4377.95,4476.92,4736.41,4428.21,4600.00
4387.18,4539.49,4168.72,4660.51,4356.41,4091.28,4364.10,4201.03,4911.28,4364.62,4470.77,4736.92,4420.00,4596.92
4386.67,4544.62,4168.72,4663.59,4360.51,4090.77,4364.62,4200.00,4912.82,4358.46,4472.31,4737.95,4417.44,4596.41
4389.23,4551.79,4171.79,4666.67,4366.15,4092.82,4363.59,4199.49,4920.51,4366.67,4471.79,4736.41,4423.59,4598.97
4388.72,4545.64,4173.33,4666.15,4366.15,4096.92,4368.72,4202.05,4925.13,4375.90,4471.79,4734.87,4428.21,4600.51
4386.15,4538.46,4171.79,4664.10,4361.03,4095.90,4374.36,4200.00,4922.05,4367.18,4471.79,4734.36,4427.18,4601.03
4387.18,4541.03,4170.77,4662.56,4355.38,4090.77,4369.23,4198.46,4921.03,4357.44,4472.31,4738.46,4427.69,4603.08
4388.72,4541.54,4171.28,4658.97,4351.28,4089.23,4366.15,4199.49,4922.56,4366.67,4478.46,4745.13,4433.33,4610.26
4386.15,4535.38,4170.26,4652.82,4353.33,4090.26,4371.79,4200.51,4922.05,4378.46,4481.03,4750.26,4435.90,4614.36
4382.56,4532.82,4168.21,4651.28,4356.41,4092.82,4374.36,4202.05,4923.08,4381.54,4479.49,4747.69,4431.79,4608.72
4384.62,4534.36,4167.18,4653.33,4352.31,4093.85,4372.82,4204.62,4922.56,4374.87,4476.41,4744.10,4429.23,4603.08
4387.69,4536.41,4168.21,4650.26,4349.74,4090.77,4372.82,4203.59,4922.05,4361.03,4472.82,4746.67,4427.69,4601.03
4387.69,4534.87,4169.23,4644.62,4356.92,4094.36,4372.31,4202.56,4926.67,4360.00,4475.38,4747.69,4426.15,4603.08
4391.28,4533.85,4168.21,4648.21,4360.51,4105.64,4374.87,4208.21,4934.36,4375.38,4480.00,4744.10,4434.36,4607.18
4398.46,4540.51,4169.23,4656.92,4357.95,4108.21,4382.05,4217.95,4942.05,4383.08,4480.00,4746.67,4445.13,4613.33
4400.51,4542.56,4171.28,4657.95,4358.46,4098.46,4381.03,4217.44,4941.54,4376.41,4477.95,4751.28,4440.51,4614.36
4397.95,4538.97,4171.28,4651.79,4353.85,4091.79,4374.87,4205.13,4932.31,4364.62,4471.28,4742.56,4427.18,4608.21
4394.87,4534.36,4168.72,4647.18,4344.10,4091.79,4372.31,4197.95,4921.54,4354.36,4464.10,4732.31,4421.54,4601.54
4388.21,4527.69,4163.08,4646.67,4340.51,4088.72,4372.31,4201.03,4914.36,4347.69,4456.92,4729.74,4417.95,4592.31
4383.08,4522.56,4156.41,4644.10,4337.44,4084.62,4371.79,4199.49,4912.82,4345.13,4448.21,4725.13,4408.21,4585.13
4381.03,4521.54,4152.82,4637.95,4335.90,4086.67,4371.79,4189.23,4910.26,4342.56,4449.23,4717.44,4403.59,4581.54
4378.46,4519.49,4150.77,4635.38,4338.46,4088.72,4371.79,4183.08,4907.18,4339.49,4457.95,4711.28,4405.13,4578.46
4383.08,4524.10,4149.74,4641.54,4341.54,4089.74,4371.79,4185.64,4910.77,4339.49,4458.97,4716.92,4411.79,4582.05
4393.33,4535.90,4152.31,4649.74,4345.13,4093.33,4373.33,4194.87,4921.54,4350.26,4456.92,4730.26,4423.08,4596.92
4396.92,4538.46,4155.90,4650.77,4351.79,4092.31,4375.90,4201.03,4925.13,4361.03,4460.51,4729.74,4425.64,4602.05
4394.36,4536.41,4153.85,4647.18,4352.31,4094.36,4382.05,4202.56,4924.62,4356.41,4461.54,4720.00,4416.92,4589.74
4395.38,4538.46,4155.38,4647.69,4350.26,4101.54,4385.13,4206.15,4933.33,4350.77,4458.46,4726.67,4416.41,4589.23
4397.95,4539.49,4166.15,4649.23,4350.26,4098.46,4378.46,4208.72,4938.46,4355.90,4458.46,4738.97,4427.18,4599.49
4396.92,4537.44,4172.82,4652.82,4346.67,4091.28,4370.77,4204.62,4927.69,4355.38,4463.59,4737.44,4427.18,4603.59
4396.41,4538.46,4170.77,4656.41,4345.64,4090.77,4371.28,4195.90,4914.87,4345.64,4465.13,4734.36,4419.49,4601.54
4397.44,4537.95,4170.26,4654.36,4348.72,4091.28,4373.33,4190.77,4915.90,4338.46,4452.82,4733.85,4412.31,4594.87
4392.82,4529.23,4167.18,4649.74,4344.10,4089.74,4370.26,4186.15,4914.36,4335.90,4441.54,4724.62,4404.62,4585.64
4384.10,4521.54,4155.90,4647.18,4340.51,4089.23,4367.18,4181.54,4904.62,4336.41,4443.08,4715.90,4404.10,4582.05
4382.05,4522.56,4148.21,4643.08,4343.08,4089.74,4362.05,4182.05,4904.62,4335.38,4446.67,4716.92,4409.23,4582.05
4380.51,4524.10,4149.23,4637.44,4341.54,4088.21,4358.97,4182.05,4910.26,4328.21,4446.67,4718.97,4406.67,4574.87
4376.92,4519.49,4152.31,4638.97,4339.49,4086.15,4363.59,4182.05,4907.69,4329.74,4443.08,4716.92,4395.90,4567.69
4377.44,4520.00,4149.23,4644.10,4340.51,4087.69,4366.15,4183.59,4907.69,4335.90,4441.54,4715.90,4398.46,4570.77
4378.97,4524.10,4145.64,4641.03,4336.41,4091.28,4367.69,4186.67,4913.85,4335.38,4453.85,4724.62,4412.82,4580.51
4375.38,4518.46,4149.23,4632.31,4333.33,4086.67,4372.31,4188.21,4917.44,4336.92,4464.62,4732.82,4417.44,4585.13
4375.38,4512.31,4154.36,4632.82,4337.95,4083.59,4369.74,4188.21,4918.97,4337.44,4456.41,4729.23,4413.33,4580.51
4380.00,4517.95,4156.92,4641.54,4341.03,4089.23,4363.59,4188.21,4916.92,4331.28,4448.72,4721.54,4413.33,4579.49
4377.44,4518.97,4153.85,4642.05,4338.97,4092.31,4368.21,4186.15,4909.23,4329.23,4450.77,4720.00,4414.87,4578.46
4372.31,4511.28,4147.18,4637.95,4338.97,4091.28,4373.33,4185.13,4908.21,4330.77,4449.23,4718.97,4407.69,4571.28
4369.23,4508.72,4141.54,4637.95,4341.54,4091.79,4371.28,4185.64,4911.28,4326.67,4441.54,4710.26,4406.15,4566.15
4363.59,4508.72,4140.51,4635.90,4337.44,4091.79,4368.21,4184.10,4904.62,4321.54,4439.49,4705.13,4409.74,4566.15
4366.15,4509.23,4142.56,4635.38,4334.87,4091.79,4365.13,4183.59,4901.54,4322.05,4447.69,4710.26,4410.77,4565.64
4378.97,4519.49,4149.74,4642.05,4341.03,4092.31,4367.69,4185.64,4912.31,4331.28,4456.92,4717.95,4417.95,4568.21
4385.13,4527.18,4158.46,4649.23,4346.67,4092.31,4369.74,4186.15,4915.90,4338.46,4461.54,4726.15,4429.74,4580.00
4382.05,4525.13,4157.44,4651.28,4342.05,4091.28,4364.10,4183.59,4906.67,4329.23,4462.05,4728.21,4431.28,4587.69
4383.59,4524.62,4154.87,4649.23,4335.90,4090.26,4363.59,4182.56,4905.13,4324.10,4460.51,4726.15,4426.67,4585.13
4387.69,4529.74,4161.54,4651.28,4340.51,4089.23,4367.69,4185.13,4916.92,4337.95,4463.59,4731.28,4430.26,4584.10
4393.85,4537.95,4168.72,4657.44,4347.18,4091.28,4365.64,4186.67,4918.97,4344.10,4473.33,4738.46,4436.41,4588.21
4397.44,4538.46,4170.77,4656.41,4345.64,4091.79,4367.18,4184.10,4910.26,4334.36,4471.28,4737.95,4434.36,4589.74
4393.33,4528.72,4164.62,4649.74,4341.54,4091.28,4372.82,4180.51,4904.10,4320.00,4453.33,4732.82,4424.62,4587.18
4385.13,4522.05,4154.87,4646.67,4346.15,4093.33,4370.77,4180.00,4903.59,4313.33,4442.56,4723.59,4414.36,4578.46
4380.00,4522.56,4151.79,4644.62,4349.74,4095.38,4367.69,4182.56,4905.13,4314.87,4442.56,4714.36,4409.74,4566.15
4380.51,4522.56,4155.90,4642.56,4344.10,4094.36,4373.33,4184.62,4909.74,4320.00,4448.21,4716.41,4414.36,4567.69
4383.08,4523.59,4157.44,4646.67,4335.90,4090.26,4375.38,4188.21,4915.38,4328.21,4455.90,4723.08,4424.62,4581.03
4380.51,4524.62,4157.44,4648.72,4335.38,4084.62,4368.21,4189.23,4917.95,4340.00,4463.59,4726.67,4436.41,4586.67
4383.59,4523.08,4165.64,4645.64,4340.00,4083.08,4362.56,4187.18,4921.03,4345.64,4472.82,4733.85,4442.56,4586.67
4395.38,4527.18,4170.77,4649.74,4341.54,4088.21,4363.59,4190.26,4921.54,4340.51,4476.92,4737.95,4442.05,4589.74
4399.49,4536.41,4167.69,4654.36,4341.03,4090.77,4365.13,4196.92,4922.56,4337.95,4473.33,4736.92,4442.05,4592.82
4393.85,4537.95,4165.64,4650.26,4342.05,4090.26,4367.18,4198.97,4925.13,4340.51,4471.79,4740.00,4444.10,4595.38
4394.87,4534.36,4166.67,4649.23,4342.05,4092.31,4370.77,4199.49,4923.08,4342.05,4476.92,4748.72,4445.64,4600.51
4398.97,4536.92,4169.74,4656.41,4340.51,4092.82,4373.85,4202.05,4922.56,4343.08,4481.03,4751.79,4447.18,4603.08
4395.90,4536.41,4167.69,4656.41,4341.03,4087.69,4368.21,4194.87,4922.05,4336.92,4470.77,4738.97,4441.54,4597.44
4387.69,4524.62,4155.38,4647.18,4341.54,4085.13,4363.08,4183.08,4910.77,4324.10,4451.28,4719.49,4424.62,4582.56
4382.56,4519.49,4152.31,4645.64,4341.03,4089.74,4368.21,4187.18,4904.62,4319.49,4447.18,4713.33,4415.38,4570.26
4386.15,4523.59,4163.59,4648.72,4342.56,4093.33,4375.90,4200.00,4918.97,4327.69,4457.95,4724.10,4422.56,4574.36
4389.74,4525.64,4168.72,4649.23,4341.54,4092.31,4374.87,4204.10,4927.69,4335.38,4460.51,4733.33,4429.23,4583.59
4390.26,4523.08,4165.64,4647.69,4338.97,4090.26,4372.31,4197.95,4917.44,4334.87,4457.95,4731.79,4431.79,4587.69
4395.38,4525.64,4167.69,4649.23,4340.00,4089.74,4373.33,4200.51,4916.41,4335.90,4471.28,4737.95,4441.54,4596.92
4402.05,4528.21,4173.33,4653.33,4342.56,4089.23,4372.82,4213.33,4933.33,4345.13,4489.74,4751.79,4455.90,4606.67
4403.59,4527.18,4173.85,4652.82,4341.03,4089.23,4374.36,4218.97,4937.95,4354.36,4490.77,4754.36,4458.46,4606.67
4399.49,4529.74,4171.79,4648.21,4339.49,4089.74,4381.03,4210.77,4925.13,4348.21,4479.49,4749.23,4450.26,4604.10
4396.92,4530.26,4169.74,4649.23,4341.54,4091.79,4386.15,4205.13,4920.00,4341.54,4475.38,4744.10,4446.67,4605.13
4397.44,4525.13,4169.74,4652.82,4344.10,4094.36,4387.18,4203.59,4922.05,4343.08,4474.36,4738.46,4448.72,4600.00
4392.82,4523.59,4168.21,4651.28,4344.10,4095.38,4384.10,4191.79,4911.28,4335.38,4466.67,4733.85,4439.49,4591.28
4383.59,4524.62,4161.54,4648.21,4342.05,4092.82,4380.00,4176.41,4898.46,4323.08,4452.31,4725.64,4420.00,4583.59
4380.51,4519.49,4154.87,4646.15,4339.49,4088.72,4373.85,4174.87,4898.46,4320.51,4441.54,4716.92,4409.23,4573.33
4383.59,4518.46,4154.87,4645.64,4341.03,4090.26,4369.23,4183.59,4907.18,4325.64,4445.13,4718.97,4410.77,4569.23
4382.05,4522.05,4156.41,4646.67,4343.08,4091.79,4366.15,4186.15,4910.77,4333.33,4456.92,4723.59,4414.36,4576.41
4378.97,4520.51,4153.85,4644.10,4342.56,4086.15,4360.51,4182.56,4907.69,4337.44,4460.51,4720.00,4413.33,4579.49
4379.49,4516.92,4151.79,4642.56,4340.00,4083.59,4357.44,4182.56,4904.62,4329.74,4456.41,4716.41,4411.79,4570.77
4380.00,4514.36,4153.85,4644.62,4338.46,4087.69,4366.15,4185.64,4904.62,4322.05,4455.90,4718.97,4412.82,4567.69
4379.49,4516.92,4154.36,4644.62,4343.08,4090.77,4375.90,4192.82,4907.18,4327.69,4457.44,4727.69,4411.79,4578.46
4385.13,4521.54,4156.41,4645.13,4349.74,4089.23,4375.90,4199.49,4907.69,4333.85,4458.97,4734.87,4415.90,4585.64
4394.36,4524.10,4164.62,4648.21,4351.79,4089.74,4374.36,4198.97,4907.18,4332.82,4466.15,4733.85,4425.64,4588.72
4397.95,4525.13,4170.77,4649.74,4351.79,4090.26,4375.38,4199.49,4907.69,4334.87,4470.77,4732.82,4429.23,4595.38
4397.44,4526.15,4170.77,4649.23,4352.31,4088.72,4374.36,4201.54,4910.26,4342.05,4468.21,4736.41,4428.72,4598.46
4393.85,4524.62,4164.62,4647.69,4345.64,4084.10,4368.72,4192.82,4908.21,4337.95,4462.56,4730.77,4426.67,4589.74
4385.64,4519.49,4156.41,4641.54,4338.97,4076.92,4360.00,4183.08,4904.10,4328.21,4458.97,4718.46,4418.46,4578.46
4379.49,4512.31,4151.79,4638.46,4345.13,4075.38,4358.97,4184.62,4906.67,4330.77,4461.54,4722.05,4414.36,4579.49
4383.08,4506.15,4152.31,4642.56,4350.26,4078.46,4363.08,4191.28,4907.69,4332.31,4464.10,4731.79,4417.95,4578.97
4388.21,4510.77,4158.46,4645.64,4343.59,4078.46,4365.13,4192.82,4905.64,4325.13,4457.95,4726.67,4413.85,4574.87
4393.85,4520.51,4166.67,4650.77,4338.97,4080.51,4366.15,4192.31,4907.18,4325.13,4452.31,4723.59,4407.69,4578.97
4398.46,4524.10,4170.77,4655.38,4345.64,4083.08,4360.00,4190.26,4906.67,4325.13,4456.41,4731.28,4411.79,4585.13
4396.92,4521.03,4169.74,4651.28,4350.26,4076.92,4352.82,4184.10,4902.56,4323.08,4457.95,4732.31,4414.87,4583.59
4394.87,4521.03,4168.21,4650.26,4348.72,4076.92,4359.49,4187.18,4906.15,4333.85,4459.49,4729.74,4418.97,4581.54
4398.46,4524.62,4168.21,4655.38,4350.77,4087.69,4368.21,4198.46,4912.31,4344.10,4466.67,4734.36,4428.21,4587.18
4399.49,4522.56,4168.21,4651.79,4354.87,4091.28,4370.77,4201.03,4909.74,4337.95,4466.15,4735.90,4430.26,4588.21
4395.38,4517.44,4168.21,4646.15,4353.85,4090.26,4379.49,4198.46,4911.28,4336.92,4465.64,4733.33,4424.10,4590.77
4398.46,4520.51,4169.23,4651.79,4351.79,4093.33,4387.18,4204.62,4923.08,4345.64,4475.38,4742.05,4429.23,4602.05
4406.15,4526.15,4173.85,4657.95,4351.79,4094.36,4383.59,4207.18,4924.62,4344.10,4482.05,4751.79,4441.54,4611.28
4404.10,4524.10,4174.36,4656.41,4351.28,4088.72,4374.87,4199.49,4911.28,4333.33,4473.85,4745.13,4434.36,4605.64
4398.97,4521.54,4170.26,4652.31,4352.82,4083.59,4366.15,4195.38,4905.13,4332.31,4461.54,4735.90,4419.49,4593.33
4396.41,4520.51,4169.74,4649.74,4354.36,4083.08,4364.10,4193.85,4911.28,4335.38,4458.46,4733.85,4418.97,4587.69
4390.77,4511.79,4169.23,4647.69,4349.74,4084.62,4371.79,4195.38,4911.28,4328.21,4461.03,4727.18,4417.44,4584.62
4388.21,4505.64,4165.13,4646.15,4346.15,4085.64,4375.38,4198.97,4907.18,4322.56,4459.49,4721.03,4410.26,4582.05
4395.38,4512.82,4164.62,4646.15,4348.72,4088.21,4372.31,4200.51,4912.31,4329.74,4458.97,4722.56,4413.33,4584.10
