EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4369.23,4521.03,4185.13,4645.64,4367.18,4092.82,4368.72,4198.97,4875.90,4539.49,4456.41,4707.18,4387.69,4551.28
4368.72,4520.51,4185.13,4648.21,4366.15,4102.56,4377.44,4201.03,4879.49,4537.95,4457.95,4709.23,4386.15,4554.87
4374.87,4527.69,4197.95,4653.85,4368.72,4108.72,4382.56,4207.18,4893.85,4555.38,4463.59,4717.95,4392.31,4564.62
4381.54,4534.87,4202.56,4656.92,4372.82,4104.62,4385.13,4216.92,4893.33,4552.31,4470.26,4725.64,4394.87,4569.74
4382.56,4535.38,4201.03,4661.03,4371.28,4104.10,4380.51,4216.41,4889.74,4539.49,4465.64,4728.21,4386.15,4571.28
4377.95,4535.90,4200.51,4662.56,4372.82,4106.67,4368.72,4203.08,4893.85,4547.18,4458.97,4723.59,4380.51,4567.18
4375.38,4535.38,4197.44,4660.00,4380.51,4100.51,4358.46,4196.92,4892.82,4554.36,4465.64,4716.41,4384.10,4562.05
4380.51,4535.90,4196.41,4663.08,4382.56,4091.79,4348.72,4198.97,4891.79,4550.77,4472.31,4718.46,4386.15,4568.21
4384.62,4536.92,4201.03,4672.31,4381.54,4091.28,4339.49,4192.31,4893.33,4550.77,4467.18,4722.05,4384.10,4570.77
4378.46,4532.82,4198.46,4670.26,4382.05,4092.31,4336.92,4181.54,4886.15,4547.69,4457.95,4714.36,4377.95,4564.10
4368.21,4521.54,4187.18,4656.41,4375.38,4090.26,4340.51,4180.51,4875.90,4529.74,4446.67,4701.54,4363.08,4552.31
4358.97,4510.26,4180.00,4648.21,4366.15,4089.23,4345.13,4187.69,4873.85,4517.44,4440.51,4696.41,4352.31,4540.00
4358.46,4505.13,4180.51,4648.21,4368.21,4090.77,4348.72,4202.56,4882.05,4534.36,4451.79,4704.62,4361.03,4539.49
4362.05,4507.18,4184.10,4648.21,4369.74,4091.79,4356.41,4220.00,4894.36,4553.85,4466.15,4710.26,4373.85,4553.33
4357.95,4507.69,4183.08,4646.15,4364.62,4095.90,4368.72,4224.10,4894.36,4546.15,4460.00,4704.62,4369.23,4552.31
4352.82,4503.08,4174.87,4644.62,4366.15,4097.95,4369.74,4218.97,4881.03,4531.28,4447.18,4699.49,4357.95,4536.92
4355.90,4509.23,4172.82,4644.10,4374.36,4094.36,4358.97,4213.33,4875.90,4534.87,4450.26,4698.46,4357.95,4540.00
4362.05,4520.51,4184.10,4647.18,4375.90,4092.82,4357.44,4204.10,4878.97,4538.97,4459.49,4702.56,4369.74,4555.38
4365.64,4518.46,4188.72,4652.31,4371.79,4092.31,4356.92,4191.79,4875.90,4533.85,4458.97,4709.74,4377.44,4560.51
4372.82,4522.05,4185.13,4659.49,4371.79,4088.72,4344.62,4179.49,4868.72,4534.36,4458.46,4713.85,4378.46,4562.56
4382.05,4536.92,4193.33,4669.74,4373.85,4087.18,4338.97,4177.95,4872.31,4537.44,4468.72,4717.44,4387.18,4572.31
4386.15,4542.05,4203.59,4673.33,4373.33,4089.74,4335.90,4183.59,4882.05,4538.97,4476.41,4727.69,4398.46,4583.59
4384.10,4537.44,4204.10,4671.79,4372.31,4088.21,4326.15,4182.05,4885.13,4545.64,4482.05,4736.41,4405.13,4587.18
4384.10,4540.51,4209.74,4674.36,4375.38,4088.21,4327.18,4181.03,4888.21,4557.95,4489.23,4737.95,4410.77,4589.74
4383.59,4535.90,4210.26,4668.21,4376.92,4091.79,4337.44,4184.10,4886.67,4557.95,4482.56,4731.28,4405.13,4588.21
4368.72,4516.92,4191.79,4651.79,4369.74,4090.77,4342.56,4181.03,4873.85,4534.87,4461.03,4715.90,4381.03,4570.26
4356.92,4509.74,4180.00,4645.13,4362.56,4093.85,4352.31,4183.08,4870.26,4521.54,4451.28,4702.56,4366.67,4553.33
4361.03,4518.97,4183.59,4650.26,4366.67,4104.10,4368.21,4202.56,4887.18,4535.38,4456.41,4700.00,4373.85,4553.33
4366.15,4523.08,4185.13,4651.28,4374.36,4108.21,4372.31,4218.97,4899.49,4545.13,4457.44,4703.08,4378.97,4555.38
4364.62,4521.03,4183.08,4647.18,4374.87,4105.64,4370.26,4216.92,4897.95,4537.95,4455.90,4703.59,4378.46,4554.36
4364.10,4523.59,4184.62,4649.23,4374.36,4105.13,4369.74,4207.69,4893.33,4529.23,4457.44,4703.08,4378.46,4555.38
4370.26,4524.62,4186.15,4655.90,4375.38,4104.62,4364.62,4199.49,4883.59,4523.08,4457.95,4704.10,4380.51,4558.46
4376.41,4525.64,4189.74,4657.95,4375.38,4098.97,4352.82,4188.21,4873.85,4520.00,4460.00,4709.23,4384.62,4563.59
4381.03,4535.90,4196.41,4661.54,4375.38,4092.82,4343.08,4183.08,4871.79,4528.72,4468.72,4720.00,4391.79,4571.79
4388.21,4543.59,4208.72,4672.82,4376.92,4090.77,4333.85,4184.62,4876.41,4540.00,4478.46,4732.31,4403.08,4582.56
4389.74,4543.08,4216.41,4675.38,4373.33,4087.69,4324.62,4182.05,4875.38,4541.54,4481.54,4737.95,4408.21,4589.74
4377.95,4535.90,4207.69,4662.05,4365.13,4082.05,4325.13,4182.56,4872.31,4536.92,4477.95,4735.38,4397.44,4580.00
4369.74,4525.64,4204.10,4656.41,4363.08,4083.08,4340.51,4200.00,4880.51,4534.87,4472.82,4733.33,4386.15,4568.21
4372.82,4521.54,4214.36,4663.59,4366.15,4090.26,4356.92,4224.62,4895.38,4537.95,4473.33,4738.46,4387.69,4572.31
4369.23,4521.03,4210.26,4658.97,4366.67,4096.92,4369.74,4232.82,4903.08,4540.00,4476.41,4736.92,4388.21,4570.77
4362.05,4517.95,4196.92,4647.18,4366.15,4102.05,4383.08,4234.87,4903.59,4536.41,4467.69,4726.67,4377.44,4561.03
4365.13,4521.03,4198.46,4652.31,4368.21,4107.18,4390.26,4246.15,4906.67,4534.87,4460.51,4725.13,4378.97,4563.59
4370.77,4527.18,4202.56,4661.03,4370.26,4108.72,4390.77,4248.72,4912.82,4547.18,4469.74,4727.69,4392.31,4570.26
4371.28,4525.64,4197.95,4657.44,4372.31,4108.72,4390.77,4230.26,4909.74,4556.92,4477.95,4720.51,4396.92,4568.72
4372.31,4529.23,4197.95,4655.90,4380.51,4107.69,4378.97,4204.62,4891.28,4549.74,4473.85,4717.95,4394.87,4568.21
4376.92,4537.44,4205.64,4660.51,4384.10,4101.54,4353.85,4188.21,4874.36,4539.49,4471.28,4729.74,4397.44,4577.95
4382.56,4539.49,4216.41,4665.13,4377.95,4094.36,4339.49,4180.51,4874.36,4535.90,4480.00,4742.56,4406.15,4587.18
4386.15,4541.54,4221.03,4671.79,4371.79,4088.72,4337.95,4180.00,4874.87,4536.41,4489.74,4748.72,4413.33,4588.21
4385.13,4538.97,4221.03,4672.82,4369.74,4087.69,4339.49,4188.21,4873.33,4540.51,4493.33,4750.77,4410.77,4588.72
4381.03,4529.23,4220.00,4665.64,4365.13,4088.21,4345.13,4204.10,4884.62,4544.62,4488.21,4749.23,4402.05,4585.13
4374.87,4520.51,4212.31,4655.90,4363.08,4088.21,4360.00,4220.00,4896.92,4543.59,4480.51,4743.08,4396.92,4575.38
4364.10,4511.79,4201.54,4646.15,4364.10,4093.85,4375.90,4227.18,4892.31,4538.97,4470.26,4734.36,4389.23,4567.18
4356.92,4507.69,4193.85,4643.59,4362.05,4101.03,4383.08,4231.79,4889.23,4534.36,4459.49,4726.15,4382.05,4560.00
4361.54,4517.44,4187.69,4648.72,4368.21,4111.28,4388.72,4242.56,4903.59,4537.95,4464.10,4721.54,4389.23,4557.95
4366.15,4526.15,4182.56,4649.74,4380.00,4117.95,4392.31,4252.31,4923.59,4551.79,4476.41,4717.44,4399.49,4564.62
4365.64,4527.18,4181.03,4649.23,4384.10,4114.36,4384.10,4245.64,4926.15,4562.56,4476.92,4716.92,4406.67,4570.26
4369.23,4535.38,4183.08,4655.90,4382.05,4107.69,4368.72,4226.15,4913.85,4554.36,4473.33,4719.49,4409.23,4569.74
4373.33,4542.05,4191.28,4661.03,4381.03,4104.10,4360.51,4213.33,4906.67,4539.49,4476.92,4722.56,4408.21,4571.28
4372.82,4540.00,4202.56,4663.08,4379.49,4096.41,4348.72,4203.59,4900.51,4540.51,4477.95,4727.69,4407.18,4572.31
4370.26,4541.03,4205.64,4665.64,4375.38,4085.64,4327.69,4186.15,4881.54,4538.46,4475.90,4734.36,4407.18,4571.79
4366.67,4538.46,4203.59,4665.64,4366.15,4084.10,4327.69,4178.97,4866.67,4523.59,4475.38,4734.36,4401.54,4570.77
4358.97,4527.18,4203.59,4657.44,4354.87,4086.15,4345.64,4187.18,4869.74,4518.46,4467.69,4723.08,4391.79,4560.51
4353.33,4513.85,4200.51,4650.26,4356.92,4085.64,4350.26,4202.05,4873.33,4523.08,4456.92,4714.87,4386.67,4551.28
4350.26,4510.26,4190.77,4646.15,4363.59,4088.72,4351.28,4220.51,4874.36,4522.05,4456.41,4717.44,4387.18,4550.77
4348.21,4515.38,4184.62,4644.10,4364.62,4097.44,4365.64,4232.82,4886.15,4527.18,4467.18,4718.46,4392.31,4551.79
4353.33,4522.05,4185.64,4648.72,4373.33,4108.21,4380.00,4242.05,4904.62,4538.97,4474.36,4718.46,4400.00,4556.92
4364.62,4530.77,4192.31,4659.49,4382.05,4111.79,4388.72,4249.74,4916.92,4543.59,4479.49,4724.62,4408.21,4566.67
4366.67,4536.41,4196.92,4659.49,4377.44,4112.31,4390.26,4244.10,4917.44,4545.13,4484.10,4726.15,4413.85,4570.77
4363.08,4535.90,4195.90,4653.33,4371.79,4108.21,4375.38,4229.74,4913.33,4546.15,4481.03,4722.56,4413.33,4569.74
4366.67,4538.97,4197.95,4660.00,4373.85,4101.54,4358.46,4215.38,4906.15,4542.05,4475.38,4724.62,4414.36,4572.82
4370.26,4543.59,4202.05,4667.69,4378.46,4097.44,4352.31,4195.38,4886.67,4527.18,4471.79,4723.59,4408.72,4572.31
4367.18,4539.49,4200.51,4664.10,4381.54,4094.87,4342.56,4175.38,4863.59,4506.67,4463.08,4715.90,4394.87,4566.15
4364.62,4536.41,4206.15,4664.10,4372.82,4087.18,4332.31,4174.36,4858.46,4500.00,4456.41,4722.05,4390.77,4566.15
4366.15,4536.41,4216.41,4670.77,4356.41,4077.44,4333.33,4186.15,4863.59,4505.64,4468.21,4734.87,4398.97,4571.28
4367.69,4529.23,4210.26,4668.21,4351.28,4070.77,4338.97,4195.90,4860.51,4505.64,4477.95,4735.90,4400.51,4569.23
4363.08,4521.54,4201.03,4653.85,4355.38,4074.36,4347.69,4202.56,4857.44,4505.13,4470.26,4730.26,4396.41,4561.03
4353.85,4515.38,4200.00,4644.62,4357.44,4085.13,4362.56,4213.85,4866.67,4505.64,4463.08,4727.18,4393.85,4554.87
4354.36,4518.97,4197.44,4647.69,4362.56,4096.41,4377.95,4227.69,4885.13,4505.13,4467.69,4726.67,4394.87,4558.97
4367.69,4534.87,4197.44,4658.46,4367.18,4106.67,4387.18,4230.26,4894.87,4516.92,4475.90,4727.18,4403.59,4568.72
4376.41,4542.05,4201.54,4666.15,4370.26,4111.28,4382.56,4220.00,4896.41,4528.72,4474.36,4724.62,4409.74,4570.26
4376.41,4544.10,4202.56,4669.23,4376.41,4108.21,4368.72,4211.79,4905.13,4524.62,4471.79,4721.54,4412.82,4569.23
4380.51,4555.38,4206.67,4672.82,4382.56,4108.21,4357.95,4203.59,4911.28,4524.62,4483.59,4728.72,4424.10,4581.03
4386.15,4560.51,4209.74,4676.41,4379.49,4109.23,4350.77,4191.79,4894.87,4525.64,4489.23,4735.38,4429.74,4590.26
4385.13,4552.82,4210.26,4681.54,4369.23,4100.51,4343.59,4181.54,4876.92,4512.31,4472.31,4729.74,4416.92,4583.08
4382.56,4553.33,4213.85,4683.08,4362.05,4091.28,4337.44,4175.38,4871.28,4500.00,4465.13,4728.21,4408.21,4580.51
4382.56,4553.85,4217.44,4676.41,4364.62,4090.26,4335.38,4174.36,4864.10,4502.05,4474.87,4734.87,4416.92,4586.15
4381.54,4543.08,4213.85,4670.26,4369.23,4091.28,4340.51,4180.51,4866.15,4505.13,4480.51,4737.95,4423.59,4586.67
4380.51,4536.92,4212.82,4668.72,4364.62,4091.28,4351.79,4186.67,4869.74,4506.67,4482.56,4739.49,4421.54,4586.15
4380.00,4535.90,4213.33,4665.64,4355.90,4090.26,4358.97,4185.64,4861.54,4502.56,4483.08,4741.54,4414.87,4583.59
4380.51,4534.36,4211.28,4662.05,4354.36,4091.79,4364.10,4190.77,4864.62,4504.62,4476.92,4739.49,4411.79,4575.90
4381.54,4534.36,4212.82,4665.13,4360.51,4095.90,4370.77,4204.62,4878.46,4516.41,4475.38,4743.08,4412.82,4575.38
4381.03,4537.95,4214.36,4670.77,4365.64,4095.38,4372.82,4207.69,4878.97,4516.92,4480.51,4745.64,4409.74,4584.10
4382.56,4540.51,4215.38,4672.31,4365.13,4094.87,4366.15,4205.13,4883.59,4504.62,4477.95,4740.00,4403.59,4585.64
4382.56,4538.97,4212.82,4669.23,4364.10,4095.90,4360.00,4203.59,4893.33,4505.13,4467.18,4734.87,4396.92,4574.87
4377.44,4537.95,4204.62,4664.62,4369.74,4096.92,4357.95,4195.38,4883.59,4509.23,4458.97,4730.26,4388.72,4568.21
4374.36,4541.03,4199.49,4665.13,4373.85,4100.51,4351.79,4182.05,4874.36,4500.00,4455.90,4720.51,4382.05,4566.15
4368.21,4536.92,4199.49,4665.13,4372.31,4101.54,4344.62,4172.31,4872.82,4490.26,4449.23,4708.21,4377.44,4557.44
4360.51,4525.13,4197.95,4658.97,4371.79,4096.92,4346.15,4168.72,4867.18,4488.72,4444.10,4700.00,4371.28,4549.74
4357.44,4522.05,4195.90,4655.38,4370.77,4092.82,4350.26,4166.67,4859.49,4489.74,4445.13,4700.51,4364.62,4549.23
4360.51,4525.13,4197.44,4659.49,4365.13,4092.31,4349.23,4172.31,4858.97,4490.26,4448.72,4709.23,4362.05,4550.26
4364.62,4524.10,4200.51,4663.08,4365.13,4090.26,4351.79,4187.69,4867.69,4490.26,4461.03,4721.03,4370.77,4557.44
4368.72,4525.13,4202.56,4660.51,4367.69,4089.74,4359.49,4201.54,4876.41,4489.74,4471.28,4730.26,4379.49,4567.69
4368.72,4528.21,4201.54,4660.00,4361.03,4087.18,4360.51,4210.26,4876.41,4493.85,4469.74,4732.82,4379.49,4568.72
4367.18,4525.13,4201.54,4665.64,4352.82,4084.62,4354.36,4213.85,4875.90,4502.05,4470.26,4727.69,4377.95,4566.15
4367.69,4524.10,4198.46,4664.62,4358.46,4088.21,4352.31,4208.72,4879.49,4500.51,4468.72,4722.56,4379.49,4562.56
4363.08,4524.10,4188.72,4656.41,4369.74,4088.72,4350.26,4198.97,4878.97,4488.72,4458.97,4715.90,4377.44,4554.87
4355.38,4523.59,4182.05,4655.38,4371.28,4087.69,4341.54,4189.74,4874.87,4482.05,4458.97,4705.64,4376.92,4552.31
4352.82,4525.64,4182.56,4656.41,4365.64,4089.23,4338.46,4183.59,4874.36,4487.69,4461.54,4698.46,4376.41,4552.82
4351.28,4515.90,4183.08,4649.74,4365.64,4090.26,4341.54,4187.69,4875.38,4492.31,4455.38,4700.00,4373.33,4548.72
4349.23,4507.69,4181.54,4642.56,4366.15,4088.72,4342.05,4198.46,4874.87,4488.72,4462.05,4705.64,4377.44,4549.23
4352.31,4515.90,4188.21,4643.08,4360.51,4085.13,4345.13,4201.54,4875.38,4488.72,4472.31,4708.72,4382.05,4553.33
4361.03,4518.97,4199.49,4647.18,4353.33,4082.05,4353.85,4203.59,4877.44,4494.87,4465.64,4712.31,4380.00,4553.85
4361.03,4506.67,4196.41,4648.21,4349.74,4082.05,4353.85,4206.15,4876.92,4489.23,4457.95,4716.92,4375.90,4554.36
4356.41,4504.10,4185.64,4646.15,4352.82,4084.10,4353.85,4203.59,4873.33,4481.03,4461.03,4714.36,4376.92,4554.87
4359.49,4515.90,4190.26,4649.74,4356.41,4083.59,4364.62,4205.13,4875.90,4486.67,4462.56,4710.26,4378.46,4555.38
4366.15,4523.08,4197.44,4656.41,4356.92,4083.59,4365.13,4205.13,4883.59,4492.82,4458.46,4708.72,4373.85,4553.85
4367.69,4524.62,4193.33,4656.92,4360.00,4086.67,4355.38,4201.03,4889.23,4485.64,4459.49,4709.74,4375.90,4555.38
4367.18,4524.62,4196.41,4656.41,4366.67,4086.15,4355.38,4201.03,4889.74,4478.97,4464.10,4714.36,4382.56,4560.51
4367.69,4524.10,4203.59,4658.97,4366.67,4084.62,4353.85,4192.82,4885.64,4482.05,4462.56,4716.92,4380.00,4560.51
4367.18,4525.64,4201.03,4658.46,4362.05,4088.21,4343.08,4173.85,4877.44,4475.38,4459.49,4709.23,4373.33,4555.38
4364.10,4522.56,4200.00,4654.36,4360.00,4089.23,4333.85,4163.59,4863.59,4461.03,4457.44,4701.54,4371.28,4552.82
4363.08,4514.36,4203.08,4653.85,4351.79,4081.54,4328.21,4164.10,4858.46,4456.41,4448.72,4705.64,4365.13,4552.82
4364.10,4507.69,4202.05,4651.79,4347.69,4075.90,4326.67,4164.10,4860.00,4460.51,4444.62,4713.33,4361.03,4552.31
4361.03,4506.67,4199.49,4645.64,4354.87,4079.49,4334.87,4163.08,4850.77,4459.49,4450.26,4716.41,4364.62,4552.82
4358.46,4505.13,4201.03,4644.10,4355.38,4082.56,4344.62,4169.23,4844.62,4449.23,4449.74,4714.87,4362.05,4551.79
4358.97,4506.15,4197.95,4646.67,4349.23,4083.08,4353.33,4187.18,4854.87,4441.03,4448.21,4712.82,4354.87,4548.72
4358.46,4509.74,4190.77,4646.67,4349.23,4085.13,4366.15,4208.21,4871.79,4455.90,4454.87,4711.28,4357.95,4548.72
4360.00,4508.72,4192.82,4648.21,4353.33,4091.79,4374.36,4219.49,4883.59,4481.03,4459.49,4710.26,4371.28,4552.31
4365.13,4509.74,4200.51,4649.74,4355.90,4093.85,4371.79,4221.54,4891.28,4482.05,4457.95,4711.28,4380.00,4555.38
4365.13,4516.92,4198.97,4648.21,4355.90,4090.77,4366.15,4216.92,4891.28,4473.85,4457.95,4709.74,4374.87,4555.38
4365.64,4524.62,4197.95,4652.31,4356.92,4087.18,4366.15,4207.69,4887.69,4475.38,4456.92,4709.74,4373.85,4558.46
4373.85,4524.62,4200.51,4657.44,4356.92,4084.62,4364.62,4203.08,4887.69,4475.38,4460.00,4719.49,4387.18,4567.18
4378.97,4521.03,4204.10,4658.46,4355.90,4081.54,4351.79,4198.97,4891.28,4478.46,4474.87,4732.31,4401.54,4577.44
4380.51,4530.77,4213.33,4660.51,4357.44,4081.54,4337.44,4187.69,4892.31,4488.21,4489.23,4738.97,4409.23,4585.13
4383.08,4538.97,4218.97,4665.13,4362.05,4082.05,4332.82,4179.49,4882.56,4493.33,4492.82,4737.44,4409.74,4589.23
4380.00,4528.72,4209.23,4663.08,4360.00,4081.54,4333.85,4178.97,4874.36,4491.28,4487.69,4735.38,4403.08,4584.62
4370.77,4515.38,4200.51,4658.46,4352.82,4085.13,4344.10,4180.00,4875.90,4481.54,4480.51,4734.87,4397.95,4573.85
4367.18,4513.85,4201.54,4654.87,4357.44,4091.28,4361.03,4183.59,4877.95,4474.36,4477.95,4732.82,4395.38,4567.69
4366.15,4512.31,4201.54,4650.77,4364.62,4091.28,4368.21,4187.69,4876.41,4482.05,4478.46,4726.67,4390.77,4567.69
4364.10,4508.21,4197.44,4648.21,4359.49,4089.23,4368.21,4183.08,4871.79,4482.05,4474.36,4723.08,4384.62,4569.23
4364.62,4512.82,4198.46,4648.21,4353.85,4090.77,4373.85,4185.13,4870.77,4467.69,4470.77,4729.23,4385.64,4570.77
4369.74,4519.49,4201.03,4650.26,4357.44,4092.82,4384.62,4196.92,4878.97,4469.74,4476.41,4732.82,4394.36,4572.82
4373.85,4520.51,4198.97,4649.23,4359.49,4091.79,4384.62,4202.05,4884.62,4478.97,4474.36,4725.64,4396.41,4570.77
4373.85,4518.97,4198.46,4647.69,4355.90,4089.23,4370.26,4201.03,4889.23,4478.97,4467.69,4718.97,4394.36,4568.72
4373.33,4520.00,4201.54,4653.33,4355.38,4083.59,4354.36,4196.92,4892.31,4475.90,4469.74,4719.49,4394.36,4567.18
4370.77,4521.03,4200.00,4655.38,4359.49,4080.00,4343.08,4192.31,4882.05,4467.18,4469.74,4719.49,4387.18,4558.97
4368.21,4522.56,4196.92,4649.74,4358.46,4075.90,4337.44,4195.90,4878.46,4459.49,4463.08,4715.38,4380.00,4554.36
4367.69,4521.03,4196.41,4647.69,4349.74,4073.33,4336.41,4202.56,4887.18,4461.03,4457.95,4710.26,4382.05,4555.38
4360.51,4510.26,4192.31,4649.23,4353.33,4077.95,4342.05,4204.10,4884.62,4463.08,4458.46,4709.74,4383.08,4554.36
4355.38,4504.62,4188.21,4648.21,4364.10,4088.21,4353.85,4204.62,4875.90,4464.62,4461.54,4712.31,4381.54,4554.87
4363.08,4509.23,4187.18,4647.69,4359.49,4098.46,4370.77,4206.15,4877.95,4462.05,4456.41,4710.77,4380.00,4554.36
4364.10,4509.74,4183.59,4644.10,4353.33,4105.64,4382.05,4202.56,4875.38,4452.31,4446.67,4704.10,4372.82,4550.77
4354.87,4505.13,4178.97,4638.97,4362.05,4106.15,4388.21,4198.46,4869.23,4454.87,4450.77,4698.97,4373.33,4549.23
4357.44,4504.10,4180.51,4642.56,4368.72,4105.13,4392.31,4200.51,4877.44,4465.64,4460.00,4700.00,4385.13,4551.28
4368.21,4512.31,4184.10,4647.18,4365.64,4105.13,4388.21,4208.72,4890.26,4461.03,4466.15,4707.18,4390.26,4552.82
4370.26,4518.97,4184.10,4647.18,4360.51,4100.51,4378.97,4214.87,4894.87,4457.95,4469.74,4711.28,4389.23,4555.38
4366.67,4515.90,4183.08,4651.79,4357.44,4093.33,4373.33,4215.38,4893.33,4464.62,4466.15,4708.72,4391.79,4555.38
4366.67,4514.36,4190.26,4657.44,4357.95,4089.23,4368.21,4216.41,4894.87,4459.49,4461.03,4710.26,4388.72,4553.85
4367.69,4520.00,4200.00,4657.44,4359.49,4086.15,4364.10,4216.92,4896.41,4455.90,4462.56,4718.97,4383.08,4553.85
4371.79,4522.56,4204.10,4657.44,4356.92,4082.56,4363.08,4222.05,4891.79,4470.26,4465.13,4723.08,4387.69,4558.97
4377.44,4523.59,4204.10,4662.56,4350.26,4082.56,4367.18,4231.28,4894.36,4473.85,4469.74,4723.59,4394.36,4562.56
4375.90,4521.54,4204.62,4662.56,4350.77,4083.08,4372.82,4237.44,4904.10,4460.51,4472.31,4724.10,4392.82,4558.97
4368.21,4511.28,4198.97,4651.79,4355.38,4081.54,4371.79,4236.41,4902.56,4457.95,4463.59,4720.00,4388.21,4554.36
4364.10,4506.67,4188.21,4646.67,4352.82,4083.59,4368.72,4228.21,4890.77,4459.49,4459.49,4707.18,4384.10,4550.26
4361.03,4509.74,4182.05,4649.23,4350.26,4092.31,4375.38,4217.95,4886.67,4444.62,4457.95,4695.90,4380.51,4541.54
4354.36,4506.15,4182.05,4646.67,4358.46,4100.51,4384.10,4212.82,4889.23,4436.92,4452.31,4692.82,4378.46,4537.44
4355.90,4506.15,4182.05,4644.62,4361.54,4106.67,4390.26,4206.67,4883.08,4450.77,4453.33,4694.36,4384.10,4545.64
4364.62,4515.38,4182.05,4652.31,4354.36,4105.64,4391.28,4196.92,4874.36,4453.85,4457.44,4700.51,4391.79,4551.79
4371.79,4522.05,4191.28,4658.97,4354.36,4097.44,4381.54,4202.05,4879.49,4444.62,4465.13,4711.28,4397.44,4560.00
4370.77,4522.56,4200.51,4656.41,4361.54,4091.79,4371.28,4214.36,4890.77,4445.64,4472.31,4720.51,4400.51,4570.26
4366.67,4520.00,4194.87,4654.36,4353.33,4090.77,4367.69,4214.87,4891.28,4447.18,4465.13,4716.92,4395.38,4565.13
4366.67,4512.82,4185.64,4656.41,4341.54,4088.21,4362.05,4214.36,4887.18,4442.56,4455.90,4710.26,4388.72,4555.38
4365.64,4507.69,4188.21,4655.38,4351.28,4086.15,4353.85,4220.00,4891.79,4441.54,4460.51,4711.28,4385.13,4555.90
4358.97,4507.69,4188.21,4647.69,4365.64,4089.23,4356.41,4221.54,4889.23,4441.54,4455.90,4711.28,4382.05,4555.90
4355.38,4506.67,4182.56,4642.05,4360.51,4091.28,4365.13,4218.46,4880.51,4436.41,4443.59,4706.67,4378.46,4549.74
4355.90,4506.15,4190.77,4645.13,4351.28,4084.62,4365.64,4220.00,4882.05,4438.97,4450.77,4709.74,4377.95,4549.23
4359.49,4511.28,4201.03,4651.79,4349.74,4081.54,4367.69,4219.49,4884.62,4442.05,4461.03,4718.97,4385.64,4552.82
4363.08,4511.28,4202.05,4655.90,4350.77,4088.72,4378.46,4208.21,4875.38,4433.85,4458.97,4720.51,4393.33,4555.38
4360.00,4508.21,4196.92,4655.90,4354.87,4093.85,4382.05,4196.92,4867.18,4425.13,4455.38,4717.95,4391.28,4555.90
4356.41,4515.38,4192.31,4656.92,4354.36,4090.77,4375.90,4194.36,4870.77,4429.74,4458.46,4718.97,4386.67,4555.38
4358.46,4519.49,4193.85,4659.49,4352.31,4090.77,4373.85,4197.95,4875.90,4436.41,4461.54,4721.54,4392.31,4558.46
4356.41,4513.33,4194.36,4657.44,4355.38,4092.31,4367.18,4197.44,4875.38,4433.85,4463.59,4723.08,4399.49,4564.62
4357.44,4516.41,4190.26,4656.92,4357.95,4091.28,4356.41,4196.92,4876.41,4435.38,4464.62,4724.62,4399.49,4572.31
4366.67,4524.62,4188.72,4659.49,4357.44,4092.31,4360.00,4206.15,4885.13,4442.05,4464.62,4726.15,4400.00,4571.28
4362.05,4513.85,4188.21,4654.36,4352.82,4090.77,4364.10,4214.87,4893.33,4442.56,4458.46,4718.97,4395.90,4558.97
4347.18,4497.95,4182.05,4644.62,4347.18,4084.62,4354.36,4216.92,4891.28,4441.03,4449.23,4710.77,4387.69,4550.77
4348.21,4501.54,4181.54,4646.67,4347.69,4081.03,4350.77,4217.95,4888.21,4437.95,4451.79,4714.36,4390.26,4554.87
4353.33,4508.21,4186.15,4650.26,4351.28,4083.59,4355.90,4214.36,4889.23,4431.28,4461.54,4716.92,4398.46,4558.46
4345.64,4506.15,4183.59,4646.67,4350.77,4084.62,4354.36,4201.03,4874.87,4428.72,4455.90,4709.74,4394.87,4554.36
4342.05,4504.62,4182.56,4646.67,4349.74,4080.51,4348.72,4188.72,4857.44,4427.69,4446.67,4710.26,4388.72,4551.79
4349.74,4508.21,4187.18,4649.74,4348.72,4076.92,4350.26,4184.62,4865.13,4424.62,4456.41,4720.51,4398.46,4558.97
4353.85,4510.26,4189.23,4648.72,4347.69,4079.49,4354.87,4184.10,4875.38,4429.74,4468.21,4725.13,4407.18,4571.28
4352.31,4506.67,4187.18,4647.69,4348.72,4084.10,4355.38,4184.10,4864.62,4436.92,4463.08,4723.59,4401.54,4570.26
4350.26,4506.15,4185.13,4649.74,4349.74,4081.54,4353.85,4177.95,4856.41,4431.28,4456.92,4716.41,4394.87,4556.41
4350.26,4509.74,4184.10,4650.26,4350.77,4078.97,4353.85,4173.33,4860.00,4425.64,4460.00,4709.74,4396.92,4556.41
4352.31,4509.23,4184.10,4647.69,4350.26,4082.05,4354.87,4181.03,4863.59,4427.18,4463.08,4715.90,4398.46,4564.62
4349.74,4505.64,4184.62,4646.15,4348.72,4082.56,4358.97,4185.64,4868.21,4427.18,4458.46,4721.54,4391.79,4560.00
4342.05,4503.59,4180.00,4646.67,4351.79,4081.54,4365.64,4181.54,4874.87,4428.72,4454.36,4710.77,4382.05,4549.74
