EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4290.256348,4458.461426,4166.153809,4602.563965,4327.692383,4086.153809,4347.692383,4245.128418,4893.333496,4343.589844,4405.641113,4781.538574,4384.102539,4534.871582
4294.871582,4459.487305,4170.769043,4602.05127,4328.205078,4097.436035,4359.487305,4259.487305,4901.538574,4356.410156,4414.358887,4780,4388.205078,4537.94873
4293.846191,4459.487305,4167.179688,4601.025879,4326.666504,4097.436035,4361.025879,4267.179688,4909.743652,4366.153809,4418.974121,4779.487305,4393.846191,4537.436035
4291.282227,4457.436035,4168.205078,4598.461426,4323.589844,4095.384521,4361.025879,4273.846191,4912.820313,4365.641113,4416.922852,4788.717773,4389.230957,4540
4297.94873,4464.615234,4177.94873,4602.563965,4330.769043,4094.871826,4358.461426,4277.94873,4915.897461,4380.512695,4425.128418,4799.487305,4399.487305,4550.256348
4310.769043,4480.512695,4185.128418,4619.487305,4337.436035,4084.615479,4346.153809,4264.615234,4915.897461,4385.641113,4432.820313,4796.922852,4415.384766,4555.384766
4320.512695,4494.871582,4188.205078,4625.641113,4332.820313,4082.564209,4344.615234,4250.256348,4902.563965,4370.256348,4439.487305,4801.025879,4414.871582,4559.487305
4320.512695,4493.333496,4189.743652,4616.410156,4326.666504,4089.230713,4352.307617,4244.102539,4890.256348,4368.205078,4444.102539,4815.897461,4413.333496,4572.307617
4318.974121,4484.615234,4188.205078,4612.307617,4324.615234,4085.641113,4345.128418,4234.871582,4887.179688,4379.487305,4434.871582,4807.179688,4414.871582,4571.794922
4321.025879,4486.666504,4185.641113,4611.282227,4327.692383,4085.641113,4341.025879,4233.333496,4893.333496,4382.05127,4425.641113,4793.333496,4414.358887,4558.461426
4315.897461,4487.692383,4181.538574,4605.641113,4331.282227,4096.410156,4354.358887,4247.179688,4903.077148,4377.436035,4432.307617,4798.974121,4412.820313,4556.410156
4300.512695,4477.436035,4173.846191,4598.974121,4329.743652,4098.974121,4360.512695,4253.846191,4901.025879,4363.589844,4425.128418,4791.282227,4402.563965,4552.307617
4290.256348,4464.615234,4160.512695,4591.794922,4325.128418,4093.333252,4356.410156,4250.256348,4891.282227,4350.256348,4401.025879,4772.820313,4385.128418,4536.410156
4291.282227,4459.487305,4153.333496,4591.794922,4322.563965,4094.358887,4355.384766,4250.256348,4890.256348,4353.333496,4396.410156,4772.307617,4377.436035,4531.794922
4292.820313,4468.205078,4157.436035,4598.974121,4321.538574,4094.871826,4348.717773,4242.563965,4891.282227,4360.512695,4406.666504,4775.384766,4382.05127,4535.384766
4298.974121,4484.102539,4164.615234,4602.563965,4324.102539,4087.179443,4335.897461,4228.717773,4888.717773,4367.692383,4419.487305,4772.307617,4398.461426,4540.512695
4316.922852,4497.94873,4176.410156,4607.179688,4333.333496,4084.102539,4331.282227,4234.871582,4895.897461,4384.102539,4438.461426,4786.153809,4424.102539,4555.384766
4331.282227,4508.205078,4194.871582,4618.461426,4343.589844,4089.743652,4335.384766,4245.641113,4908.717773,4396.922852,4451.282227,4809.230957,4436.410156,4571.282227
4329.743652,4507.179688,4202.563965,4621.538574,4344.615234,4093.846191,4337.94873,4237.436035,4909.743652,4392.820313,4444.615234,4817.94873,4429.230957,4575.384766
4318.461426,4494.358887,4188.717773,4609.743652,4337.94873,4090.256348,4335.897461,4224.102539,4901.025879,4383.077148,4432.307617,4807.179688,4412.820313,4563.589844
4303.077148,4487.179688,4173.846191,4602.563965,4334.358887,4091.794922,4340,4230.256348,4893.846191,4376.410156,4430.256348,4787.692383,4400,4544.615234
4294.871582,4481.025879,4170.769043,4602.05127,4335.897461,4102.563965,4356.410156,4244.615234,4894.871582,4370.256348,4425.641113,4779.487305,4393.333496,4541.025879
4300,4473.333496,4172.820313,4601.025879,4334.358887,4104.615234,4368.205078,4251.794922,4898.461426,4370.769043,4422.05127,4787.179688,4390.769043,4550.769043
4310.256348,4481.025879,4182.563965,4598.974121,4335.897461,4098.974121,4368.205078,4258.974121,4904.102539,4386.666504,4436.410156,4800,4403.077148,4558.974121
4318.974121,4492.307617,4192.820313,4599.487305,4333.846191,4092.820557,4361.025879,4265.641113,4907.692383,4397.94873,4447.692383,4808.717773,4418.461426,4565.641113
4326.666504,4491.794922,4196.410156,4608.205078,4325.641113,4088.205078,4352.307617,4260.512695,4898.974121,4395.897461,4443.077148,4812.307617,4422.563965,4570.769043
4331.282227,4493.333496,4201.025879,4611.794922,4325.128418,4092.820557,4351.282227,4241.538574,4891.794922,4397.436035,4443.077148,4813.333496,4425.128418,4572.820313
4326.153809,4493.846191,4196.922852,4603.077148,4329.230957,4098.461426,4353.846191,4228.205078,4898.974121,4396.410156,4445.641113,4811.282227,4429.230957,4573.333496
4322.563965,4489.743652,4188.717773,4598.461426,4325.128418,4094.871826,4346.153809,4226.666504,4907.692383,4394.871582,4444.102539,4811.282227,4427.692383,4571.282227
4327.179688,4490.769043,4190.769043,4602.05127,4322.563965,4091.281982,4338.974121,4233.333496,4914.358887,4406.153809,4456.410156,4819.487305,4430.769043,4573.333496
4323.077148,4483.077148,4191.794922,4596.410156,4322.563965,4096.410156,4348.717773,4249.230957,4923.589844,4414.358887,4463.077148,4823.077148,4432.820313,4578.461426
4307.179688,4466.666504,4184.615234,4582.563965,4328.205078,4102.563965,4365.641113,4269.230957,4926.666504,4405.641113,4441.538574,4817.436035,4421.538574,4569.743652
4303.589844,4473.846191,4183.589844,4581.538574,4341.538574,4106.153809,4374.358887,4282.563965,4921.025879,4385.641113,4429.230957,4812.820313,4413.333496,4556.410156
4313.846191,4499.487305,4186.153809,4592.307617,4351.282227,4106.666504,4369.230957,4276.922852,4911.794922,4373.333496,4446.153809,4807.692383,4420,4554.871582
4321.538574,4509.743652,4185.128418,4600.512695,4356.410156,4102.563965,4356.410156,4262.563965,4907.179688,4377.436035,4448.717773,4798.974121,4434.358887,4557.94873
4321.025879,4507.692383,4186.153809,4603.589844,4359.487305,4095.897461,4350.256348,4251.282227,4904.102539,4374.871582,4428.205078,4797.436035,4441.025879,4557.436035
4315.384766,4509.230957,4187.692383,4601.538574,4357.436035,4090.256348,4352.307617,4240,4893.333496,4347.692383,4427.179688,4801.538574,4441.025879,4556.922852
4310.769043,4503.077148,4186.666504,4596.410156,4355.384766,4088.205078,4348.205078,4227.692383,4884.102539,4325.641113,4441.025879,4800,4450.769043,4558.461426
4303.589844,4491.794922,4184.615234,4593.333496,4359.487305,4086.666748,4341.538574,4228.205078,4888.205078,4326.666504,4428.205078,4797.94873,4459.487305,4558.461426
4294.358887,4489.743652,4180.512695,4589.743652,4367.692383,4089.230713,4346.666504,4242.563965,4893.846191,4321.538574,4410.256348,4794.871582,4454.358887,4556.410156
4292.307617,4486.666504,4178.461426,4584.615234,4370.256348,4095.384521,4352.820313,4248.205078,4891.794922,4308.717773,4418.974121,4789.230957,4451.794922,4553.333496
4287.179688,4473.846191,4176.410156,4582.05127,4356.922852,4092.820557,4350.769043,4247.692383,4893.333496,4306.153809,4417.94873,4783.077148,4449.743652,4543.589844
4275.897461,4467.692383,4169.230957,4583.077148,4346.666504,4091.794922,4350.256348,4258.461426,4904.102539,4307.692383,4398.461426,4778.461426,4439.487305,4530.256348
4282.05127,4474.871582,4170.769043,4583.077148,4368.205078,4104.102539,4356.922852,4271.794922,4914.358887,4312.307617,4405.128418,4777.436035,4446.666504,4530.769043
4294.358887,4477.94873,4179.487305,4583.077148,4379.487305,4105.641113,4352.820313,4263.589844,4911.282227,4316.410156,4426.153809,4776.922852,4463.077148,4539.487305
4292.820313,4472.820313,4183.589844,4583.589844,4361.538574,4093.846191,4342.563965,4247.692383,4902.563965,4314.358887,4421.538574,4778.974121,4460,4539.487305
4291.282227,4472.820313,4184.102539,4583.077148,4356.922852,4090.256348,4338.461426,4245.641113,4903.589844,4313.846191,4414.358887,4788.717773,4454.871582,4541.025879
4294.871582,4476.410156,4185.641113,4584.615234,4367.179688,4091.794922,4336.410156,4246.666504,4905.641113,4323.589844,4429.743652,4797.436035,4461.025879,4549.743652
4300,4476.922852,4192.820313,4586.153809,4365.128418,4091.281982,4336.922852,4254.871582,4906.666504,4322.05127,4430.769043,4797.436035,4462.05127,4553.333496
4304.615234,4481.025879,4200,4585.128418,4361.538574,4092.307617,4342.05127,4267.179688,4910.769043,4311.794922,4411.282227,4798.461426,4460,4551.282227
4304.615234,4484.615234,4195.384766,4584.615234,4368.205078,4092.820557,4342.05127,4261.025879,4906.666504,4313.333496,4416.410156,4801.538574,4461.025879,4554.871582
4297.436035,4477.436035,4183.589844,4579.487305,4358.461426,4090.256348,4334.871582,4243.077148,4895.897461,4315.897461,4432.307617,4790.256348,4454.871582,4551.794922
4289.743652,4468.717773,4180.512695,4571.794922,4336.922852,4087.179443,4336.922852,4244.102539,4897.436035,4308.717773,4421.025879,4777.94873,4442.563965,4537.436035
4290.256348,4471.794922,4183.589844,4577.436035,4338.974121,4088.205078,4344.615234,4259.487305,4908.717773,4310.769043,4410.256348,4781.538574,4443.077148,4535.384766
4288.717773,4474.871582,4180.512695,4583.077148,4353.846191,4090.769287,4343.589844,4260,4908.717773,4318.461426,4417.94873,4783.077148,4446.666504,4538.461426
4285.128418,4473.846191,4175.897461,4577.94873,4355.897461,4092.307617,4340.512695,4248.205078,4904.102539,4318.974121,4418.461426,4774.871582,4443.077148,4535.384766
4295.384766,4484.102539,4182.563965,4583.077148,4358.461426,4094.358887,4340.512695,4237.436035,4905.641113,4324.102539,4413.333496,4775.384766,4448.717773,4543.077148
4316.922852,4502.563965,4197.436035,4597.436035,4368.717773,4093.846191,4336.922852,4232.307617,4905.128418,4336.410156,4428.205078,4790.769043,4462.05127,4564.615234
4320.512695,4505.128418,4204.615234,4599.487305,4365.641113,4089.230713,4332.307617,4238.461426,4903.589844,4338.461426,4440,4801.025879,4463.589844,4574.358887
4311.282227,4498.974121,4196.410156,4593.846191,4356.922852,4088.718018,4333.846191,4249.230957,4906.666504,4337.94873,4432.307617,4795.384766,4457.436035,4564.102539
4311.794922,4500.512695,4187.692383,4589.743652,4355.384766,4091.281982,4334.871582,4244.102539,4906.666504,4347.179688,4428.717773,4783.077148,4458.461426,4554.358887
4313.846191,4499.487305,4185.641113,4586.666504,4358.461426,4091.281982,4331.794922,4233.846191,4903.589844,4351.794922,4431.282227,4780,4459.487305,4554.871582
4311.282227,4493.333496,4186.153809,4587.179688,4358.974121,4091.281982,4335.897461,4243.077148,4904.615234,4340.512695,4429.230957,4782.05127,4457.94873,4562.563965
4310.256348,4490.256348,4185.128418,4585.128418,4349.230957,4091.281982,4342.05127,4250.256348,4904.615234,4334.871582,4425.128418,4782.563965,4454.871582,4567.692383
4314.871582,4495.384766,4185.641113,4584.615234,4346.153809,4092.307617,4341.538574,4246.666504,4907.179688,4352.820313,4431.794922,4789.743652,4458.461426,4569.230957
4322.563965,4504.615234,4187.179688,4588.717773,4357.94873,4095.384521,4342.563965,4253.846191,4916.410156,4373.333496,4436.922852,4796.410156,4470.769043,4575.897461
4325.128418,4506.666504,4187.179688,4586.153809,4362.05127,4098.974121,4347.179688,4264.615234,4923.077148,4374.871582,4446.666504,4796.410156,4477.436035,4583.589844
4326.153809,4505.641113,4187.692383,4585.128418,4356.922852,4103.589844,4354.358887,4269.230957,4926.153809,4373.846191,4463.589844,4797.436035,4478.461426,4585.128418
4326.666504,4507.179688,4188.205078,4588.717773,4357.94873,4105.641113,4357.94873,4272.307617,4927.692383,4374.358887,4453.846191,4799.487305,4475.384766,4578.461426
4317.436035,4498.461426,4186.153809,4586.666504,4356.922852,4099.487305,4354.871582,4265.128418,4923.077148,4362.05127,4425.641113,4794.358887,4464.615234,4570.256348
4310.769043,4490.256348,4185.641113,4583.589844,4351.794922,4093.846191,4350.256348,4253.333496,4919.487305,4344.615234,4420.512695,4785.128418,4456.922852,4564.615234
4316.922852,4502.563965,4187.179688,4588.205078,4350.256348,4094.358887,4346.153809,4247.692383,4918.461426,4341.025879,4432.307617,4781.025879,4460.512695,4564.615234
4316.410156,4508.205078,4187.692383,4590.769043,4349.230957,4090.256348,4337.436035,4241.025879,4907.692383,4340.512695,4427.692383,4778.974121,4460,4562.05127
4308.717773,4501.538574,4187.179688,4587.692383,4352.307617,4088.718018,4337.436035,4240,4900,4338.461426,4424.615234,4777.94873,4454.871582,4562.563965
4311.794922,4507.179688,4187.692383,4586.666504,4360.512695,4096.922852,4349.743652,4250.769043,4909.743652,4344.102539,4433.333496,4781.538574,4458.974121,4567.692383
4313.333496,4506.666504,4187.692383,4587.179688,4358.974121,4097.436035,4349.230957,4248.717773,4910.769043,4342.563965,4420,4778.974121,4456.410156,4561.025879
4303.077148,4491.794922,4183.589844,4583.077148,4347.179688,4089.743652,4344.615234,4239.487305,4894.871582,4328.717773,4409.230957,4766.666504,4443.077148,4546.153809
4303.077148,4487.179688,4180.512695,4579.487305,4340.512695,4086.666748,4350.256348,4245.128418,4891.794922,4324.615234,4417.94873,4765.128418,4444.102539,4543.077148
4310.256348,4494.358887,4192.307617,4582.05127,4348.205078,4087.179443,4350.256348,4250.769043,4903.589844,4336.410156,4424.102539,4787.692383,4457.436035,4557.436035
4312.820313,4502.563965,4203.589844,4587.692383,4355.384766,4087.179443,4342.563965,4245.641113,4905.128418,4345.128418,4425.128418,4802.563965,4460,4567.179688
4310.769043,4505.641113,4194.358887,4589.743652,4348.717773,4089.230713,4340.512695,4245.128418,4900,4348.717773,4434.871582,4790.256348,4459.487305,4562.05127
4307.692383,4502.563965,4185.128418,4586.666504,4343.077148,4090.256348,4341.538574,4247.692383,4904.102539,4354.871582,4438.974121,4777.436035,4467.692383,4556.410156
4315.384766,4507.179688,4196.410156,4588.205078,4353.846191,4091.281982,4341.025879,4247.692383,4912.820313,4357.436035,4437.94873,4786.666504,4477.94873,4566.666504
4330.256348,4524.102539,4206.153809,4601.025879,4373.333496,4101.025879,4345.641113,4253.333496,4916.410156,4364.615234,4453.846191,4802.563965,4488.205078,4586.666504
4331.282227,4529.743652,4201.025879,4604.102539,4375.897461,4108.205078,4349.743652,4257.436035,4913.333496,4370.256348,4457.436035,4798.974121,4489.230957,4586.666504
4325.128418,4519.487305,4195.897461,4589.743652,4362.05127,4103.077148,4346.666504,4250.256348,4908.205078,4357.94873,4432.820313,4791.794922,4474.871582,4572.307617
4333.846191,4523.589844,4198.974121,4589.230957,4360.512695,4096.410156,4347.179688,4248.717773,4908.205078,4355.384766,4428.717773,4795.384766,4469.743652,4575.897461
4337.94873,4528.205078,4202.563965,4596.410156,4356.922852,4094.871826,4348.205078,4248.717773,4909.743652,4368.205078,4442.05127,4790.256348,4470.256348,4583.077148
4326.666504,4510.769043,4197.94873,4589.230957,4344.102539,4090.769287,4346.153809,4235.897461,4906.153809,4361.538574,4435.897461,4777.436035,4448.717773,4569.743652
4325.641113,4508.717773,4195.384766,4582.563965,4345.128418,4088.205078,4345.641113,4232.307617,4903.077148,4347.692383,4429.230957,4778.974121,4443.589844,4562.563965
4341.025879,4534.358887,4202.563965,4593.333496,4354.358887,4092.307617,4347.179688,4245.128418,4906.153809,4354.871582,4435.384766,4789.743652,4469.230957,4579.487305
4347.692383,4545.641113,4205.128418,4603.589844,4352.307617,4091.794922,4344.102539,4249.230957,4909.230957,4360.512695,4436.410156,4787.179688,4473.846191,4587.179688
4341.538574,4536.922852,4197.94873,4596.410156,4347.692383,4085.641113,4339.487305,4242.563965,4902.05127,4353.846191,4438.461426,4778.461426,4457.436035,4579.487305
4340,4530.769043,4197.94873,4587.179688,4354.358887,4081.025635,4338.974121,4244.102539,4898.461426,4358.461426,4439.487305,4786.666504,4461.025879,4583.077148
4343.589844,4525.641113,4205.128418,4587.179688,4349.230957,4080.512939,4341.538574,4245.128418,4898.974121,4360.512695,4432.820313,4802.05127,4463.589844,4600.512695
4341.538574,4520,4206.153809,4588.205078,4337.94873,4078.974365,4340.512695,4236.410156,4894.871582,4350.769043,4437.436035,4802.563965,4449.743652,4611.282227
4338.974121,4519.487305,4201.025879,4586.666504,4334.871582,4074.871826,4333.333496,4235.384766,4894.871582,4350.256348,4449.230957,4793.846191,4451.282227,4610.769043
4341.025879,4520.512695,4200.512695,4587.692383,4333.333496,4076.410156,4335.897461,4245.641113,4904.615234,4361.025879,4445.641113,4795.384766,4461.025879,4613.333496
4338.974121,4520.512695,4203.077148,4589.743652,4334.358887,4082.564209,4348.717773,4251.282227,4910.769043,4368.717773,4437.94873,4797.94873,4455.897461,4615.384766
4325.128418,4512.307617,4193.846191,4583.589844,4334.358887,4080.512939,4345.641113,4239.487305,4899.487305,4362.563965,4427.692383,4785.128418,4443.077148,4600
4308.205078,4500.512695,4177.94873,4573.333496,4332.820313,4072.820557,4338.974121,4229.743652,4889.743652,4347.692383,4412.307617,4774.871582,4429.743652,4580.512695
4308.717773,4500.512695,4182.563965,4567.179688,4330.769043,4076.923096,4343.589844,4235.897461,4896.922852,4351.282227,4415.384766,4777.436035,4430.769043,4583.077148
4323.077148,4508.717773,4197.94873,4574.358887,4336.922852,4088.205078,4345.641113,4246.153809,4908.205078,4376.410156,4430.256348,4785.641113,4445.128418,4600.512695
4324.615234,4510.256348,4194.358887,4586.153809,4345.128418,4088.205078,4343.077148,4251.282227,4911.282227,4381.538574,4430.769043,4789.743652,4449.230957,4603.589844
4309.743652,4507.179688,4184.615234,4584.102539,4342.05127,4080.512939,4341.025879,4247.692383,4908.205078,4370.256348,4425.128418,4787.179688,4440,4591.282227
4309.743652,4507.179688,4187.179688,4575.897461,4332.820313,4075.897461,4337.436035,4239.487305,4906.153809,4374.871582,4428.717773,4782.563965,4443.077148,4590.769043
4324.102539,4509.743652,4188.205078,4576.922852,4326.666504,4075.384521,4335.384766,4233.333496,4904.615234,4377.94873,4436.410156,4783.077148,4450.769043,4601.025879
4326.666504,4512.307617,4183.589844,4584.102539,4335.897461,4078.461426,4335.897461,4232.307617,4906.153809,4367.179688,4442.05127,4785.128418,4449.743652,4602.05127
4327.179688,4523.589844,4184.102539,4587.692383,4351.794922,4086.666748,4340.512695,4235.897461,4909.743652,4369.230957,4444.615234,4782.563965,4452.820313,4602.05127
4335.897461,4537.436035,4188.205078,4588.205078,4356.410156,4094.871826,4353.333496,4243.589844,4912.307617,4384.615234,4446.153809,4781.538574,4463.077148,4609.743652
4332.820313,4531.794922,4184.615234,4586.666504,4346.666504,4094.871826,4361.025879,4246.153809,4911.282227,4380,4443.589844,4782.563965,4461.025879,4607.179688
4322.05127,4522.05127,4181.538574,4583.589844,4342.05127,4091.281982,4358.461426,4242.563965,4909.230957,4365.128418,4430.769043,4780.512695,4447.692383,4596.922852
4324.102539,4525.128418,4185.128418,4585.128418,4344.102539,4091.281982,4357.436035,4245.641113,4909.743652,4369.230957,4428.717773,4780.512695,4446.153809,4598.461426
4321.025879,4518.974121,4181.025879,4583.077148,4334.871582,4088.205078,4356.410156,4251.282227,4906.153809,4378.974121,4442.05127,4781.025879,4446.666504,4600.512695
4307.179688,4506.153809,4173.333496,4576.922852,4328.717773,4083.589844,4353.333496,4251.794922,4906.666504,4378.461426,4441.538574,4778.974121,4441.025879,4593.333496
4314.871582,4513.846191,4179.487305,4581.538574,4336.922852,4082.05127,4350.769043,4251.282227,4915.897461,4377.94873,4433.846191,4777.94873,4446.666504,4594.358887
4336.922852,4533.846191,4186.666504,4590.256348,4342.05127,4078.461426,4344.102539,4248.717773,4914.871582,4383.077148,4442.05127,4782.05127,4460.512695,4605.128418
4345.128418,4537.436035,4190.769043,4589.230957,4339.487305,4075.897461,4341.025879,4244.615234,4907.692383,4382.563965,4452.307617,4792.820313,4472.820313,4617.436035
4344.102539,4526.666504,4201.538574,4585.128418,4336.410156,4077.94873,4344.102539,4238.974121,4907.179688,4375.897461,4448.717773,4803.077148,4476.922852,4628.205078
4342.05127,4517.436035,4200.512695,4584.615234,4333.333496,4073.846191,4336.410156,4229.743652,4904.102539,4370.769043,4442.05127,4801.025879,4465.641113,4625.128418
4342.563965,4521.025879,4190.769043,4587.692383,4336.410156,4072.307617,4331.282227,4231.794922,4903.589844,4375.897461,4450.256348,4793.846191,4461.025879,4614.358887
4344.615234,4526.666504,4197.436035,4587.179688,4346.153809,4085.641113,4345.641113,4247.179688,4914.871582,4391.794922,4463.077148,4797.94873,4476.922852,4617.94873
4341.538574,4523.589844,4204.102539,4586.153809,4345.641113,4095.384521,4355.384766,4252.820313,4918.974121,4398.461426,4453.333496,4802.563965,4477.436035,4622.05127
4337.436035,4523.077148,4196.410156,4595.384766,4341.538574,4093.333252,4351.794922,4246.666504,4913.846191,4402.563965,4444.615234,4796.922852,4467.692383,4616.410156
4339.487305,4526.666504,4195.384766,4597.436035,4345.128418,4090.256348,4349.743652,4246.666504,4915.384766,4401.538574,4456.410156,4792.820313,4471.794922,4614.871582
4338.974121,4525.641113,4196.922852,4586.153809,4344.615234,4092.820557,4355.384766,4250.256348,4918.461426,4395.897461,4458.461426,4793.846191,4473.846191,4615.897461
4329.743652,4522.563965,4188.717773,4584.615234,4336.922852,4093.846191,4358.974121,4247.179688,4912.820313,4400,4446.153809,4793.333496,4464.102539,4613.333496
4323.589844,4528.205078,4186.666504,4591.282227,4332.820313,4090.256348,4352.820313,4246.153809,4909.743652,4397.436035,4440,4793.333496,4462.563965,4612.820313
4333.846191,4538.974121,4196.922852,4591.282227,4341.025879,4089.743652,4348.717773,4251.794922,4917.94873,4397.436035,4447.179688,4797.436035,4470.256348,4616.410156
4347.179688,4541.025879,4201.025879,4590.256348,4345.128418,4088.205078,4350.769043,4252.820313,4917.94873,4406.666504,4459.487305,4804.102539,4474.871582,4621.025879
4346.666504,4537.436035,4197.94873,4592.307617,4336.922852,4081.538574,4348.205078,4246.666504,4910.256348,4397.436035,4465.128418,4810.256348,4475.897461,4626.153809
4341.538574,4536.410156,4198.974121,4592.820313,4332.820313,4080.512939,4343.077148,4248.205078,4917.436035,4380,4460.512695,4815.384766,4480.512695,4632.307617
4339.487305,4532.307617,4198.974121,4593.846191,4343.077148,4083.076904,4340,4250.769043,4922.563965,4383.077148,4456.922852,4814.358887,4491.282227,4630.769043
4338.461426,4525.641113,4200.512695,4590.256348,4354.871582,4082.564209,4346.153809,4246.153809,4911.282227,4386.666504,4461.538574,4812.307617,4501.025879,4624.102539
4333.846191,4523.589844,4199.487305,4585.641113,4356.922852,4086.153809,4360,4249.743652,4913.846191,4374.871582,4471.282227,4811.282227,4509.230957,4624.102539
4321.025879,4524.615234,4189.230957,4586.153809,4356.410156,4091.794922,4362.563965,4263.589844,4925.641113,4359.487305,4475.384766,4809.743652,4511.794922,4624.615234
4312.820313,4520,4190.256348,4582.563965,4360.512695,4088.718018,4356.922852,4264.615234,4915.384766,4344.615234,4460,4808.717773,4510.769043,4621.538574
4316.410156,4508.205078,4198.461426,4577.94873,4355.384766,4084.102539,4358.974121,4254.871582,4903.589844,4332.307617,4443.589844,4803.077148,4511.794922,4618.461426
4313.846191,4504.102539,4192.820313,4582.05127,4352.820313,4082.05127,4354.871582,4256.410156,4909.230957,4324.102539,4445.641113,4797.94873,4508.717773,4614.358887
4309.743652,4513.333496,4185.641113,4586.153809,4367.179688,4082.05127,4341.025879,4260,4912.307617,4318.461426,4444.615234,4801.025879,4509.230957,4612.820313
4320,4520.512695,4186.666504,4585.641113,4377.436035,4082.05127,4339.487305,4249.743652,4906.666504,4323.589844,4439.487305,4800.512695,4520.512695,4611.794922
4326.153809,4520.512695,4191.282227,4583.589844,4367.692383,4078.461426,4342.05127,4243.077148,4905.128418,4328.205078,4442.563965,4792.307617,4525.128418,4605.641113
4323.589844,4518.461426,4197.94873,4587.692383,4358.974121,4076.410156,4336.410156,4249.230957,4906.153809,4326.153809,4442.05127,4795.897461,4517.94873,4598.461426
4318.974121,4510.769043,4195.897461,4587.692383,4355.897461,4079.487061,4332.307617,4251.794922,4906.153809,4324.615234,4437.94873,4797.436035,4510.769043,4594.358887
4310.769043,4508.205078,4183.077148,4574.871582,4354.871582,4076.410156,4332.307617,4246.666504,4906.153809,4318.461426,4442.05127,4785.641113,4504.102539,4583.589844
4313.846191,4518.461426,4185.128418,4571.794922,4366.666504,4075.384521,4335.897461,4247.179688,4906.666504,4316.410156,4444.615234,4788.205078,4505.128418,4583.589844
4320,4524.102539,4193.846191,4583.589844,4369.743652,4081.538574,4341.025879,4248.717773,4905.641113,4321.025879,4441.538574,4801.025879,4514.358887,4596.922852
4316.922852,4522.563965,4190.769043,4587.692383,4358.461426,4085.128174,4344.615234,4249.230957,4905.641113,4312.307617,4443.589844,4801.538574,4513.846191,4596.410156
4314.871582,4526.153809,4186.153809,4583.077148,4360,4083.076904,4344.102539,4250.769043,4906.666504,4305.641113,4438.461426,4788.205078,4506.666504,4584.615234
4316.922852,4523.589844,4186.666504,4583.589844,4364.615234,4080.512939,4337.94873,4245.641113,4903.077148,4324.615234,4425.128418,4776.922852,4503.077148,4581.025879
4319.487305,4522.563965,4187.692383,4583.077148,4362.563965,4078.974365,4335.897461,4244.615234,4904.615234,4338.461426,4432.820313,4783.077148,4509.743652,4590.256348
4328.717773,4537.94873,4187.692383,4585.128418,4365.128418,4077.94873,4337.436035,4254.871582,4914.358887,4331.282227,4450.256348,4797.94873,4525.128418,4602.563965
4327.692383,4534.358887,4190.769043,4587.179688,4360,4074.358887,4333.846191,4256.410156,4914.358887,4326.666504,4442.563965,4800.512695,4524.615234,4603.589844
4317.94873,4515.897461,4197.436035,4578.974121,4351.794922,4073.333252,4333.333496,4245.128418,4902.05127,4325.641113,4432.820313,4796.922852,4507.179688,4599.487305
4330.256348,4537.94873,4199.487305,4583.077148,4365.128418,4079.487061,4340,4244.615234,4901.538574,4327.692383,4453.846191,4798.974121,4512.820313,4607.692383
4347.179688,4576.922852,4200,4599.487305,4372.307617,4079.487061,4337.94873,4249.743652,4904.102539,4334.358887,4468.717773,4797.436035,4529.230957,4615.897461
4342.05127,4581.025879,4204.102539,4603.077148,4360.512695,4073.846191,4333.333496,4240.512695,4895.897461,4327.179688,4452.820313,4799.487305,4511.794922,4613.846191
4340,4585.128418,4204.615234,4599.487305,4365.641113,4075.897461,4337.436035,4232.820313,4890.769043,4320,4444.615234,4804.615234,4490.769043,4613.333496
4346.153809,4602.563965,4197.94873,4598.974121,4366.666504,4074.871826,4338.974121,4229.743652,4890.256348,4325.641113,4444.615234,4799.487305,4486.666504,4606.666504
4341.025879,4601.025879,4195.897461,4597.436035,4348.717773,4066.153809,4333.846191,4224.615234,4888.717773,4318.461426,4429.230957,4794.358887,4476.922852,4597.94873
4334.358887,4604.615234,4199.487305,4600.512695,4357.94873,4068.205078,4329.230957,4228.205078,4890.256348,4313.333496,4421.538574,4796.410156,4470.769043,4599.487305
4335.384766,4619.487305,4198.974121,4606.666504,4379.487305,4077.94873,4328.205078,4233.846191,4892.820313,4334.358887,4431.794922,4790.769043,4474.871582,4592.820313
4335.897461,4619.487305,4195.384766,4604.102539,4369.743652,4073.333252,4325.641113,4225.128418,4890.769043,4338.461426,4433.333496,4780.512695,4471.282227,4582.05127
4333.333496,4619.487305,4196.410156,4599.487305,4355.897461,4060,4322.05127,4216.410156,4887.179688,4312.307617,4417.436035,4787.179688,4458.974121,4589.743652
4329.743652,4625.128418,4200,4599.487305,4364.102539,4061.025635,4324.102539,4222.05127,4886.153809,4314.358887,4412.820313,4798.461426,4455.897461,4595.384766
4331.282227,4622.05127,4200.512695,4602.563965,4365.128418,4066.153809,4325.641113,4227.692383,4889.230957,4333.333496,4426.153809,4795.384766,4460.512695,4588.717773
4336.410156,4614.358887,4202.05127,4601.025879,4345.128418,4062.564209,4326.153809,4227.179688,4889.743652,4322.05127,4427.692383,4793.333496,4461.025879,4590.256348
