EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4309.743652,4453.333496,4184.615234,4598.974121,4367.692383,4052.307617,4371.794922,4217.94873,4860.512695,4338.461426,4501.538574,4760.512695,4407.692383,4555.384766
4319.487305,4460.512695,4196.922852,4612.307617,4380,4059.487061,4368.205078,4213.333496,4857.436035,4336.922852,4490.769043,4768.205078,4419.487305,4561.025879
4327.692383,4461.538574,4211.282227,4622.05127,4381.025879,4055.897461,4365.641113,4197.436035,4845.128418,4333.333496,4488.717773,4777.94873,4432.820313,4569.743652
4326.666504,4464.102539,4218.974121,4618.974121,4383.077148,4051.281982,4359.487305,4198.461426,4839.487305,4312.307617,4490.769043,4785.128418,4432.820313,4575.897461
4317.94873,4462.563965,4216.922852,4611.794922,4384.102539,4047.692383,4351.794922,4202.05127,4842.563965,4304.102539,4476.410156,4784.102539,4436.410156,4569.743652
4311.794922,4458.461426,4210.256348,4611.282227,4376.410156,4044.615479,4347.179688,4198.461426,4844.615234,4314.871582,4473.846191,4779.487305,4442.563965,4561.538574
4323.077148,4469.230957,4215.384766,4618.974121,4385.641113,4051.281982,4352.820313,4207.692383,4849.743652,4331.794922,4501.025879,4782.05127,4448.717773,4567.179688
4329.743652,4473.846191,4218.461426,4615.897461,4398.461426,4058.461426,4358.974121,4217.436035,4848.717773,4328.205078,4498.974121,4778.974121,4447.692383,4568.205078
4311.794922,4457.436035,4205.128418,4600,4384.615234,4052.307617,4354.358887,4212.307617,4840,4303.077148,4468.717773,4765.128418,4429.230957,4548.205078
4304.102539,4452.307617,4197.94873,4597.436035,4375.897461,4047.179443,4349.230957,4212.307617,4842.05127,4301.025879,4469.230957,4758.461426,4418.974121,4540
4320,4463.589844,4204.615234,4604.102539,4384.615234,4055.897461,4353.333496,4220,4846.666504,4312.820313,4482.05127,4763.077148,4427.179688,4551.794922
4326.153809,4466.153809,4205.641113,4601.025879,4382.563965,4058.974365,4360.512695,4218.461426,4843.077148,4312.307617,4482.563965,4763.589844,4431.282227,4552.307617
4324.615234,4468.717773,4203.077148,4597.436035,4385.641113,4059.487061,4369.230957,4220.512695,4848.205078,4318.461426,4475.897461,4762.05127,4427.692383,4549.743652
4329.230957,4477.94873,4204.102539,4600.512695,4401.025879,4063.589844,4369.743652,4232.820313,4859.487305,4322.05127,4461.025879,4768.205078,4420,4553.846191
4331.794922,4481.025879,4203.589844,4601.538574,4397.436035,4062.05127,4361.538574,4229.230957,4858.461426,4316.922852,4465.641113,4768.717773,4418.461426,4547.692383
4328.717773,4480.512695,4208.205078,4600,4387.179688,4064.102539,4363.077148,4216.922852,4856.410156,4337.436035,4492.307617,4763.589844,4428.205078,4540.512695
4325.128418,4479.487305,4213.333496,4597.436035,4392.307617,4066.153809,4364.102539,4217.94873,4862.563965,4351.282227,4495.384766,4764.102539,4422.563965,4541.538574
4327.692383,4483.589844,4211.282227,4597.436035,4396.410156,4061.025635,4354.358887,4218.974121,4862.563965,4333.333496,4484.615234,4768.717773,4408.717773,4539.487305
4334.871582,4493.846191,4205.641113,4598.461426,4390.256348,4058.461426,4352.307617,4212.307617,4853.846191,4333.333496,4488.717773,4769.230957,4426.153809,4539.487305
4327.692383,4488.205078,4195.897461,4590.769043,4385.128418,4060.512939,4359.487305,4212.307617,4846.153809,4343.077148,4483.077148,4762.05127,4434.871582,4540
4308.205078,4462.563965,4183.077148,4574.871582,4380,4059.487061,4361.025879,4214.358887,4845.128418,4327.179688,4464.102539,4752.820313,4406.666504,4528.205078
4304.615234,4452.307617,4179.487305,4567.179688,4375.897461,4058.974365,4362.563965,4215.897461,4846.666504,4322.563965,4467.179688,4748.205078,4397.94873,4519.487305
4317.94873,4468.717773,4186.666504,4570.256348,4381.025879,4061.025635,4366.666504,4216.410156,4847.692383,4340,4481.538574,4748.717773,4415.384766,4524.102539
4323.589844,4475.384766,4187.692383,4573.846191,4385.128418,4054.871826,4362.563965,4207.692383,4844.615234,4342.05127,4475.897461,4746.666504,4414.358887,4526.153809
4317.94873,4459.487305,4182.563965,4571.282227,4373.846191,4048.205078,4354.871582,4196.410156,4833.846191,4320.512695,4458.461426,4742.05127,4394.871582,4518.974121
4320,4456.410156,4185.128418,4568.205078,4362.05127,4049.743652,4352.307617,4193.846191,4831.794922,4317.94873,4460.512695,4744.615234,4386.153809,4520.512695
4335.897461,4475.897461,4202.05127,4577.436035,4373.846191,4058.974365,4361.025879,4204.102539,4844.102539,4349.743652,4477.94873,4757.94873,4401.538574,4534.358887
4344.102539,4483.077148,4210.769043,4588.205078,4385.128418,4064.615479,4368.717773,4214.871582,4849.743652,4367.179688,4480.512695,4764.615234,4414.358887,4540.512695
4339.487305,4475.897461,4202.563965,4580,4384.615234,4061.025635,4362.563965,4216.922852,4848.717773,4357.94873,4467.692383,4764.615234,4403.077148,4536.922852
4335.897461,4476.922852,4201.025879,4568.205078,4387.179688,4058.974365,4356.922852,4215.384766,4855.384766,4366.153809,4470.256348,4766.153809,4397.436035,4534.871582
4332.307617,4479.487305,4200.512695,4568.717773,4388.205078,4061.025635,4356.410156,4206.153809,4854.358887,4373.846191,4481.538574,4758.974121,4404.102539,4529.230957
4326.666504,4476.410156,4188.717773,4569.743652,4383.077148,4055.384521,4353.333496,4188.717773,4842.563965,4353.333496,4469.743652,4748.717773,4396.922852,4518.461426
4324.615234,4473.846191,4187.179688,4568.717773,4378.461426,4048.205078,4354.871582,4186.153809,4838.974121,4336.922852,4458.461426,4750.769043,4384.615234,4516.410156
4329.743652,4476.410156,4197.94873,4569.743652,4373.846191,4055.897461,4364.615234,4201.025879,4842.563965,4347.179688,4475.384766,4754.358887,4389.743652,4522.563965
4334.358887,4477.436035,4205.128418,4561.538574,4372.307617,4064.615479,4367.692383,4206.153809,4844.102539,4363.077148,4481.025879,4751.282227,4398.461426,4521.025879
4331.282227,4472.820313,4198.974121,4552.307617,4378.461426,4057.94873,4360.512695,4197.94873,4840,4354.358887,4461.025879,4748.205078,4389.230957,4513.333496
4323.589844,4471.282227,4189.743652,4562.05127,4382.563965,4052.820557,4354.358887,4189.743652,4831.282227,4326.666504,4453.333496,4738.974121,4373.846191,4500.512695
4321.025879,4473.846191,4185.128418,4570.769043,4381.025879,4057.94873,4354.871582,4184.615234,4826.666504,4320.512695,4454.871582,4728.717773,4369.743652,4490.769043
4324.615234,4469.230957,4186.153809,4561.025879,4375.897461,4061.025635,4361.538574,4181.025879,4825.641113,4327.179688,4447.179688,4729.230957,4368.205078,4493.333496
4326.153809,4468.205078,4190.256348,4556.922852,4373.333496,4058.461426,4367.179688,4183.589844,4828.205078,4322.05127,4440,4735.384766,4366.153809,4495.897461
4325.128418,4473.333496,4189.230957,4562.05127,4369.230957,4053.846191,4364.615234,4189.230957,4829.230957,4316.922852,4436.410156,4735.384766,4365.128418,4490.769043
4325.128418,4471.282227,4186.666504,4555.384766,4358.974121,4050.256348,4357.436035,4188.717773,4827.692383,4325.128418,4441.538574,4731.794922,4361.025879,4487.692383
4328.717773,4470.769043,4188.717773,4551.282227,4354.871582,4049.743652,4355.384766,4189.743652,4836.410156,4335.384766,4448.717773,4736.410156,4363.077148,4494.871582
4338.974121,4485.128418,4199.487305,4564.102539,4363.077148,4051.281982,4357.94873,4198.461426,4846.153809,4341.025879,4446.153809,4751.794922,4379.487305,4506.153809
4348.205078,4496.922852,4205.128418,4575.384766,4374.358887,4050.769287,4354.358887,4193.846191,4837.94873,4350.256348,4449.230957,4758.461426,4387.179688,4511.794922
4343.077148,4485.641113,4196.922852,4567.692383,4378.974121,4050.256348,4345.641113,4171.794922,4824.102539,4357.436035,4460,4745.641113,4372.820313,4506.666504
4339.487305,4481.538574,4193.846191,4558.974121,4380,4051.794922,4341.025879,4168.717773,4824.615234,4352.820313,4462.563965,4735.384766,4368.205078,4504.102539
4352.307617,4498.974121,4202.05127,4560.512695,4383.077148,4058.461426,4345.128418,4181.025879,4835.384766,4354.358887,4463.589844,4737.436035,4385.641113,4508.205078
4355.897461,4503.077148,4198.974121,4561.538574,4382.563965,4060.512939,4349.230957,4179.487305,4841.538574,4364.102539,4458.974121,4734.358887,4386.153809,4500.512695
4343.589844,4489.743652,4186.666504,4554.358887,4374.358887,4058.461426,4355.897461,4180.512695,4843.589844,4360.512695,4445.641113,4731.282227,4367.179688,4489.743652
4345.128418,4489.743652,4185.128418,4553.846191,4372.820313,4064.615479,4365.641113,4193.333496,4848.205078,4356.410156,4445.128418,4734.358887,4363.077148,4493.846191
4344.615234,4490.256348,4186.666504,4552.307617,4374.871582,4066.153809,4364.102539,4189.743652,4842.563965,4358.974121,4445.641113,4723.077148,4362.05127,4491.794922
4329.230957,4474.871582,4181.538574,4544.102539,4368.717773,4059.487061,4355.897461,4181.025879,4833.333496,4344.615234,4430.256348,4707.692383,4346.153809,4474.871582
4326.666504,4470.256348,4178.974121,4544.615234,4369.230957,4060,4355.897461,4192.307617,4836.922852,4327.692383,4426.666504,4713.846191,4337.436035,4470.256348
4329.743652,4475.897461,4172.820313,4542.563965,4369.230957,4058.461426,4355.897461,4193.846191,4835.897461,4328.717773,4427.179688,4716.922852,4328.717773,4473.846191
4327.692383,4474.871582,4171.282227,4538.974121,4364.615234,4058.974365,4358.974121,4189.230957,4827.692383,4333.846191,4412.307617,4710.769043,4311.794922,4471.794922
4333.846191,4471.282227,4183.589844,4548.205078,4368.205078,4066.666748,4370.256348,4201.025879,4831.794922,4344.102539,4410.256348,4717.436035,4312.307617,4473.333496
4341.538574,4474.871582,4186.153809,4555.897461,4365.128418,4062.05127,4367.692383,4193.846191,4830.256348,4352.820313,4418.974121,4720.512695,4327.692383,4477.94873
4341.025879,4486.153809,4180,4553.333496,4354.871582,4050.769287,4351.794922,4166.666504,4823.589844,4347.692383,4411.282227,4710.256348,4325.641113,4476.410156
4342.05127,4488.717773,4181.025879,4548.717773,4364.615234,4056.410156,4351.282227,4164.615234,4827.692383,4343.589844,4410.769043,4705.641113,4313.846191,4473.846191
4340.512695,4477.94873,4180.512695,4546.666504,4371.794922,4063.589844,4359.487305,4174.358887,4821.538574,4338.974121,4419.487305,4706.666504,4310.256348,4471.794922
4333.846191,4472.307617,4171.794922,4548.717773,4351.282227,4056.410156,4358.461426,4167.179688,4813.333496,4334.871582,4411.794922,4703.589844,4310.256348,4465.128418
4333.846191,4477.436035,4167.692383,4554.871582,4348.205078,4052.820557,4355.384766,4165.641113,4824.102539,4347.179688,4406.153809,4702.05127,4311.794922,4459.487305
4333.846191,4474.871582,4166.153809,4551.794922,4364.615234,4058.974365,4361.025879,4173.846191,4831.282227,4360,4415.384766,4698.974121,4310.256348,4458.461426
4337.436035,4478.461426,4168.205078,4548.205078,4361.025879,4061.025635,4368.205078,4175.384766,4827.179688,4360,4414.358887,4693.333496,4304.102539,4460
4342.563965,4492.307617,4169.230957,4554.871582,4354.358887,4061.538574,4366.153809,4173.333496,4827.179688,4362.05127,4407.692383,4689.230957,4300,4457.436035
4335.384766,4486.666504,4161.025879,4554.871582,4361.538574,4062.564209,4360,4170.256348,4827.179688,4365.641113,4404.102539,4684.102539,4296.922852,4448.205078
4329.743652,4475.384766,4155.897461,4550.769043,4367.692383,4063.076904,4359.487305,4170.256348,4826.666504,4361.025879,4403.077148,4684.102539,4294.871582,4442.563965
4335.897461,4478.974121,4158.974121,4553.846191,4368.205078,4061.025635,4358.974121,4172.307617,4832.307617,4354.871582,4403.077148,4686.666504,4292.307617,4447.179688
4334.871582,4478.974121,4154.871582,4555.897461,4363.077148,4060,4353.846191,4164.615234,4824.102539,4348.717773,4392.307617,4682.05127,4285.128418,4444.615234
4322.05127,4469.743652,4140,4551.794922,4353.846191,4060,4353.846191,4157.94873,4809.743652,4342.563965,4382.05127,4667.179688,4275.384766,4429.743652
4318.974121,4474.358887,4133.846191,4549.230957,4355.897461,4061.025635,4360.512695,4163.077148,4817.94873,4350.769043,4386.153809,4654.871582,4276.410156,4423.077148
4322.563965,4481.538574,4137.436035,4552.307617,4361.538574,4066.153809,4367.692383,4167.179688,4825.641113,4357.94873,4383.589844,4660,4281.025879,4426.666504
4324.102539,4480,4138.974121,4558.461426,4355.384766,4067.179443,4368.205078,4163.589844,4815.897461,4353.846191,4378.461426,4670.256348,4274.871582,4429.743652
4330.256348,4486.153809,4145.641113,4567.179688,4353.333496,4062.05127,4363.589844,4164.615234,4816.410156,4352.307617,4395.384766,4668.205078,4270.256348,4429.230957
4334.871582,4493.333496,4152.820313,4573.846191,4358.974121,4059.487061,4355.384766,4168.205078,4827.179688,4354.871582,4409.230957,4664.102539,4275.384766,4430.256348
4336.410156,4490.769043,4153.846191,4573.333496,4366.666504,4058.974365,4346.666504,4167.179688,4827.179688,4362.563965,4404.102539,4673.333496,4287.179688,4438.461426
4342.563965,4494.358887,4156.410156,4566.153809,4377.94873,4063.076904,4352.820313,4170.256348,4828.205078,4375.384766,4405.641113,4683.589844,4295.384766,4448.717773
4342.05127,4490.769043,4152.820313,4554.358887,4371.794922,4068.205078,4363.589844,4165.641113,4829.230957,4371.794922,4407.179688,4676.410156,4286.666504,4444.102539
4323.077148,4470.769043,4137.94873,4542.05127,4349.230957,4063.076904,4363.589844,4152.820313,4817.436035,4344.615234,4389.743652,4658.974121,4265.641113,4425.641113
4309.743652,4461.538574,4126.666504,4535.384766,4342.05127,4055.897461,4361.538574,4149.743652,4807.179688,4331.794922,4370.256348,4647.692383,4252.820313,4411.794922
4318.461426,4472.307617,4124.102539,4538.974121,4352.307617,4060,4362.563965,4150.256348,4808.205078,4352.307617,4376.410156,4646.666504,4257.436035,4414.358887
4328.205078,4483.589844,4127.692383,4548.205078,4354.358887,4062.564209,4358.974121,4153.333496,4819.487305,4373.333496,4397.436035,4647.179688,4271.282227,4424.102539
4329.230957,4485.128418,4135.897461,4555.384766,4351.794922,4058.974365,4351.282227,4164.102539,4828.717773,4372.307617,4400,4645.128418,4281.025879,4427.179688
4331.794922,4478.974121,4140,4553.333496,4355.897461,4060,4348.717773,4169.743652,4821.538574,4361.538574,4392.307617,4650.769043,4273.333496,4427.692383
4337.436035,4473.333496,4140.512695,4544.615234,4358.461426,4063.076904,4353.846191,4165.128418,4811.794922,4357.94873,4398.974121,4657.436035,4262.05127,4429.743652
4337.436035,4475.384766,4142.05127,4544.615234,4358.974121,4067.179443,4364.615234,4165.128418,4814.871582,4365.641113,4397.94873,4651.282227,4265.128418,4425.641113
4333.846191,4482.05127,4138.974121,4553.333496,4362.05127,4073.846191,4368.205078,4167.179688,4821.538574,4368.717773,4383.077148,4641.538574,4268.205078,4422.05127
4334.871582,4487.692383,4134.358887,4553.333496,4361.538574,4073.846191,4368.205078,4167.179688,4825.128418,4362.563965,4387.179688,4645.641113,4265.641113,4427.692383
4339.487305,4493.333496,4136.410156,4548.717773,4361.538574,4068.205078,4366.666504,4166.666504,4827.179688,4366.153809,4401.538574,4652.820313,4267.179688,4432.820313
4338.461426,4494.358887,4137.94873,4553.333496,4361.025879,4061.025635,4359.487305,4169.230957,4822.563965,4378.461426,4395.897461,4648.205078,4268.717773,4430.769043
4329.230957,4493.846191,4135.384766,4555.384766,4353.846191,4057.435791,4358.461426,4168.717773,4815.897461,4381.538574,4388.717773,4636.922852,4262.05127,4425.128418
4325.128418,4492.307617,4133.333496,4543.589844,4347.692383,4063.076904,4364.102539,4157.94873,4815.897461,4371.794922,4390.769043,4628.717773,4252.307617,4414.871582
4333.846191,4491.282227,4136.410156,4542.05127,4356.410156,4075.384521,4369.743652,4158.461426,4823.077148,4360,4385.641113,4636.922852,4251.282227,4416.922852
4340.512695,4496.922852,4138.461426,4553.846191,4370.256348,4082.05127,4371.794922,4169.230957,4831.794922,4368.717773,4393.333496,4644.615234,4261.025879,4429.230957
4336.410156,4501.025879,4134.871582,4556.922852,4375.384766,4078.461426,4370.256348,4161.025879,4827.179688,4386.153809,4405.128418,4637.436035,4272.307617,4430.256348
4334.871582,4497.94873,4132.820313,4554.358887,4373.846191,4074.871826,4366.153809,4149.230957,4816.410156,4371.794922,4390.256348,4632.307617,4276.410156,4425.641113
4336.410156,4491.794922,4133.846191,4552.820313,4371.282227,4072.820557,4365.641113,4158.974121,4811.282227,4335.897461,4380.512695,4634.358887,4273.333496,4426.666504
4330.769043,4489.743652,4135.897461,4545.641113,4378.461426,4074.871826,4375.897461,4170.769043,4816.922852,4326.153809,4393.333496,4634.358887,4275.384766,4427.179688
4325.641113,4491.794922,4137.94873,4538.974121,4389.230957,4077.435791,4384.102539,4172.820313,4823.077148,4321.538574,4391.282227,4634.871582,4288.205078,4426.666504
4324.102539,4487.692383,4133.846191,4538.461426,4379.487305,4071.794922,4375.384766,4163.589844,4820,4305.128418,4374.871582,4629.230957,4303.077148,4428.717773
4314.358887,4478.461426,4125.641113,4535.384766,4369.230957,4068.205078,4363.589844,4152.307617,4813.333496,4304.615234,4374.358887,4618.461426,4315.897461,4426.153809
4305.641113,4472.307617,4126.666504,4535.384766,4385.641113,4070.256348,4362.563965,4159.487305,4814.871582,4305.128418,4376.410156,4618.461426,4328.717773,4424.615234
4307.692383,4474.358887,4132.307617,4537.436035,4399.487305,4069.743652,4360.512695,4165.128418,4817.94873,4292.820313,4364.615234,4622.563965,4334.871582,4431.794922
4310.256348,4477.94873,4130.256348,4535.897461,4396.410156,4069.743652,4353.846191,4154.871582,4812.307617,4287.179688,4367.179688,4617.94873,4336.922852,4435.384766
4311.794922,4475.897461,4131.794922,4535.897461,4399.487305,4075.897461,4352.820313,4152.307617,4810.769043,4295.384766,4392.307617,4617.94873,4345.641113,4432.307617
4316.410156,4476.922852,4133.846191,4537.436035,4402.563965,4076.923096,4350.256348,4160.512695,4820.512695,4295.897461,4401.538574,4624.615234,4351.282227,4433.846191
4329.230957,4487.692383,4137.436035,4545.128418,4405.128418,4076.410156,4347.179688,4163.589844,4827.692383,4292.820313,4393.846191,4633.846191,4356.410156,4444.102539
4341.025879,4497.436035,4148.205078,4554.871582,4412.307617,4085.128174,4354.871582,4172.307617,4829.230957,4297.94873,4401.538574,4643.077148,4370.769043,4451.282227
4334.871582,4489.230957,4146.666504,4545.128418,4407.692383,4084.615479,4357.436035,4177.436035,4830.256348,4303.077148,4404.615234,4634.358887,4366.153809,4444.615234
4322.563965,4480.512695,4134.358887,4530.769043,4391.794922,4075.384521,4351.794922,4170.769043,4829.230957,4304.615234,4387.179688,4621.538574,4341.538574,4435.897461
4325.641113,4484.102539,4142.05127,4540,4390.769043,4075.897461,4350.769043,4167.692383,4828.205078,4308.205078,4385.128418,4631.282227,4346.666504,4437.94873
4340.512695,4495.897461,4157.94873,4554.358887,4408.205078,4082.05127,4353.333496,4176.922852,4836.922852,4313.846191,4405.128418,4647.179688,4377.436035,4452.307617
4346.153809,4506.666504,4150.256348,4554.358887,4415.384766,4081.538574,4348.717773,4181.538574,4845.128418,4321.538574,4415.897461,4640,4386.153809,4460.512695
4338.974121,4504.102539,4137.94873,4551.282227,4409.230957,4082.05127,4344.102539,4172.820313,4843.077148,4328.205078,4418.461426,4622.563965,4381.538574,4452.307617
4328.717773,4491.794922,4134.871582,4545.641113,4406.153809,4089.230713,4348.717773,4167.179688,4843.589844,4320.512695,4417.94873,4618.461426,4380,4445.128418
4318.461426,4484.615234,4126.153809,4537.436035,4406.153809,4090.256348,4350.769043,4168.205078,4841.025879,4304.102539,4400.512695,4615.384766,4369.230957,4440.512695
4320,4488.717773,4125.641113,4543.077148,4402.563965,4091.281982,4357.94873,4176.410156,4840.512695,4316.410156,4400,4614.871582,4368.205078,4444.102539
4334.871582,4492.820313,4140.512695,4551.794922,4400.512695,4096.410156,4369.743652,4187.179688,4854.871582,4342.05127,4425.641113,4629.743652,4383.589844,4457.94873
4339.487305,4489.230957,4145.128418,4547.692383,4397.436035,4092.820557,4364.615234,4187.692383,4857.94873,4340.512695,4428.717773,4640,4384.102539,4464.615234
4333.333496,4488.717773,4138.974121,4550.256348,4399.487305,4087.179443,4356.410156,4183.589844,4844.102539,4324.615234,4408.205078,4634.871582,4374.871582,4460.512695
4335.897461,4490.256348,4139.487305,4558.461426,4411.282227,4091.794922,4365.641113,4183.589844,4841.025879,4323.589844,4407.179688,4631.794922,4373.333496,4460.512695
4332.307617,4481.538574,4141.025879,4548.717773,4408.717773,4091.794922,4360.512695,4176.922852,4845.641113,4327.692383,4417.436035,4627.179688,4368.205078,4460
4314.358887,4470.769043,4136.410156,4533.846191,4394.358887,4080.512939,4340.512695,4165.641113,4842.05127,4326.153809,4411.794922,4614.871582,4357.94873,4448.717773
4309.743652,4469.743652,4133.333496,4533.846191,4392.307617,4077.94873,4336.410156,4165.641113,4837.436035,4320.512695,4403.589844,4610.769043,4347.179688,4441.025879
4322.05127,4480.512695,4137.436035,4546.153809,4401.538574,4089.743652,4346.153809,4174.358887,4843.077148,4322.563965,4405.128418,4612.820313,4351.794922,4448.717773
4329.230957,4490.769043,4138.461426,4551.794922,4405.641113,4095.897461,4350.769043,4180,4852.820313,4332.307617,4409.743652,4610.769043,4371.794922,4461.025879
4325.128418,4480.512695,4127.179688,4542.563965,4398.461426,4094.358887,4354.871582,4181.538574,4852.307617,4329.230957,4414.358887,4612.820313,4369.230957,4462.563965
4322.563965,4469.743652,4125.641113,4536.410156,4397.436035,4103.077148,4367.179688,4185.128418,4847.692383,4325.128418,4415.384766,4615.384766,4354.358887,4458.461426
4328.717773,4483.589844,4133.846191,4544.615234,4406.153809,4110.256348,4372.307617,4182.05127,4850.256348,4344.102539,4415.384766,4616.410156,4365.641113,4465.128418
4326.153809,4485.641113,4127.179688,4543.077148,4397.94873,4098.461426,4362.05127,4168.205078,4847.179688,4354.871582,4416.922852,4615.384766,4374.358887,4470.769043
4321.538574,4474.871582,4122.05127,4536.410156,4385.641113,4084.615479,4357.436035,4174.358887,4843.589844,4342.563965,4421.025879,4617.436035,4366.666504,4468.717773
4329.230957,4482.05127,4136.410156,4549.743652,4393.846191,4092.820557,4366.153809,4199.487305,4854.358887,4343.589844,4429.230957,4623.589844,4373.846191,4473.333496
4332.820313,4485.128418,4140.512695,4556.410156,4399.487305,4103.589844,4370.256348,4207.179688,4865.128418,4355.384766,4432.307617,4629.230957,4379.487305,4480
4325.641113,4473.333496,4130.769043,4543.077148,4395.384766,4100,4365.128418,4196.922852,4862.05127,4350.769043,4424.102539,4630.769043,4366.666504,4478.974121
4322.563965,4471.794922,4127.179688,4536.410156,4395.384766,4093.333252,4358.974121,4185.128418,4848.717773,4334.358887,4410.769043,4625.128418,4361.538574,4474.358887
4324.102539,4476.410156,4128.717773,4543.077148,4391.794922,4089.743652,4351.282227,4181.538574,4845.641113,4324.615234,4412.307617,4623.589844,4369.230957,4475.384766
4327.692383,4476.922852,4136.410156,4551.794922,4390.256348,4092.307617,4355.384766,4191.282227,4858.974121,4336.410156,4429.230957,4632.307617,4372.820313,4480.512695
4327.179688,4478.461426,4136.922852,4556.410156,4398.461426,4096.410156,4364.102539,4194.358887,4857.94873,4348.717773,4429.230957,4630.256348,4367.179688,4478.974121
4315.897461,4473.846191,4123.077148,4551.282227,4399.487305,4097.436035,4363.589844,4182.05127,4842.563965,4338.461426,4414.871582,4617.436035,4364.102539,4472.307617
4311.282227,4473.846191,4117.436035,4541.025879,4395.897461,4098.461426,4366.153809,4179.487305,4842.563965,4323.589844,4409.743652,4611.282227,4366.153809,4471.282227
4318.461426,4484.102539,4121.025879,4540,4398.461426,4103.077148,4373.333496,4184.615234,4849.743652,4324.102539,4410.256348,4607.179688,4364.615234,4472.307617
4321.025879,4490.256348,4120,4544.615234,4398.974121,4107.692383,4374.358887,4184.615234,4844.615234,4330.256348,4412.307617,4607.179688,4364.615234,4471.282227
4321.025879,4486.666504,4121.025879,4544.615234,4397.436035,4108.717773,4370.769043,4183.589844,4842.563965,4334.871582,4415.384766,4616.922852,4373.333496,4474.871582
4319.487305,4480.512695,4122.05127,4538.461426,4395.897461,4110.769043,4370.769043,4185.128418,4850.769043,4332.307617,4414.871582,4615.897461,4374.358887,4475.897461
4314.358887,4475.897461,4116.922852,4535.897461,4393.846191,4110.256348,4370.769043,4193.333496,4858.974121,4327.179688,4417.436035,4610.769043,4367.692383,4473.333496
4313.333496,4473.846191,4117.436035,4543.589844,4401.025879,4107.179688,4370.256348,4199.487305,4859.487305,4340.512695,4428.717773,4613.333496,4372.307617,4480.512695
4321.025879,4481.538574,4124.615234,4553.333496,4412.820313,4108.717773,4371.794922,4196.410156,4857.94873,4352.820313,4431.282227,4618.461426,4381.025879,4490.769043
4327.692383,4488.717773,4129.743652,4556.410156,4409.743652,4110.769043,4370.769043,4197.436035,4863.077148,4349.230957,4425.641113,4626.153809,4377.94873,4492.820313
4324.615234,4481.025879,4127.179688,4548.717773,4394.871582,4102.563965,4364.102539,4203.589844,4863.589844,4352.820313,4433.846191,4628.205078,4371.282227,4490.769043
